Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2008	01			2008	01			une_étude_des_sols_par	En janvier 2008, dans le cadre d'un projet de vente du site, SENIOR AEROSPACE a fait réaliser une étude des sols par l'Apave.		'SENIOR AEROSPACE'
1997	05	15		1997	05	15		a_été_exploitant	SENIOR AEROSPACE a été exploitant de la parcelle visée par cette présente fiche de 1997 au 30 septembre 2002, bénéficiant d'un récépissé de déclaration n°15/97 du 15 mai 1997.		'SENIOR AEROSPACE'
2001	09	18		2001	09	18		de_déclaration	Ensuite, SENIOR AEROSPACE a relevé de la déclaration d'après le récépissé de déclaration du 18 septembre 2001, du fait de son regroupement géographique avec le site de la société SENIOR AUTOMOTIVE ERMETO, 22 Boulevard de l'industrie à Blois, appartenant au même groupe SENIOR.		'SENIOR AEROSPACE', 'la société SENIOR AUTOMOTIVE ERMETO', 'groupe SENIOR'
2002				2007				a_exploité	Ensuite, la société CARTONNAGE VAL DE LOIR (CVL) a exploité le site en tant que locataire de 2002 à 2007.		'la société CARTONNAGE VAL DE LOIR', 'CVL'
2008	01			2008	01			le_diagnostic_de_sol	D'après le diagnostic de sol de janvier 2008 sus-visé réalisé, les activités potentiellement polluantes de SENIOR AEROSPACE ont concerné le site voisin exploité par SENIOR AUTOMOTIVE et non pas la parcelle faisant objet de la présente fiche BASOL.		'SENIOR AEROSPACE', 'SENIOR AUTOMOTIVE'
2002	09			2002	09			a_transféré	En septembre 2002, la société SENIOR AEROSPACE a transféré ses activités à Fossé (41), sur un site bénéficiant actuellement d'un récépissé de déclaration du 20 mai 2009, abrogeant le récépissé de déclaration du 18 septembre 2001 sus-visé.		'la société SENIOR AEROSPACE'
2008				2008				est_propriétaire_du_terrain	La Société AIR COMPRESSEUR SERVICE (ACS) exploite depuis octobre 2007 le site et est propriétaire du terrain depuis 2008.		'La Société AIR COMPRESSEUR SERVICE', 'ACS'
2001	09	18		2001	09	18		a_relevé	Ensuite, SENIOR AEROSPACE a relevé de la déclaration d'après le récépissé de déclaration du 18 septembre 2001, du fait de son regroupement géographique avec le site de la société SENIOR AUTOMOTIVE ERMETO, 22 Boulevard de l'industrie à Blois, appartenant au même groupe SENIOR.		'SENIOR AEROSPACE', 'la société SENIOR AUTOMOTIVE ERMETO', 'groupe SENIOR'
2008	01			2008	01			missionne	En janvier 2008, la Société SENIOR AUTOMOTIVE missionne le Service Environnement d’Apave Parisienne pour la réalisation d’un diagnostic de sol (référencé 07 910 109 22486 00 I) dans le cadre de la vente de la parcelle concernée à la société AIR COMPRESSEUR SERVICE.		'la Société SENIOR AUTOMOTIVE', 'la société AIR COMPRESSEUR SERVICE'
2007	10			2007	10			exploite	La Société AIR COMPRESSEUR SERVICE (ACS) exploite depuis octobre 2007 le site et est propriétaire du terrain depuis 2008.		'La Société AIR COMPRESSEUR SERVICE', 'ACS'
2001	09	18		2001	09	18		de_déclaration	En septembre 2002, la société SENIOR AEROSPACE a transféré ses activités à Fossé (41), sur un site bénéficiant actuellement d'un récépissé de déclaration du 20 mai 2009, abrogeant le récépissé de déclaration du 18 septembre 2001 sus-visé.		'la société SENIOR AEROSPACE'
2008				2008				exploite	La Société AIR COMPRESSEUR SERVICE (ACS) exploite depuis octobre 2007 le site et est propriétaire du terrain depuis 2008.		'La Société AIR COMPRESSEUR SERVICE', 'ACS'
