Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2008				2008				était_centrée_sur	Jusqu'en 2008 l'activité du site, exploité par GOSS INTERNATIONAL FRANCE, était centrée sur la conception et la fabrication (assemblage) de rotatives d'imprimerie.		'GOSS INTERNATIONAL FRANCE'
2019				2019				des_travaux_de_réhabilitation	En 2019, des travaux de réhabilitation ont été effectués sur certaines zones du site et ont consisté  à l’extraction de cuves inertées, au démantèlement de cuves aériennes et à l’élimination de terres polluées.		
2016	06			2016	06			__cessation_déclarée	• nefs A et B : anciennement occupées par l’entreprise NOV BL’M (cessation déclarée en juin 2016) qui réalisait des activités de montage et d’expédition d’équipements pétroliers et de la peinture ;		'entreprise NOV BL’'
2016				2016				De_nouvelles_investigations_ont_été_menées	De nouvelles investigations ont été menées en 2016 dans le cadre du dossier « tiers demandeur » (prélèvements de gaz du sol, réalisation de sondages et piézomètres complémentaires).		
1917				1917				a_fait_l__objet_d_	Le site a fait l’objet d’un usage industriel depuis 1917.		
2012				2012				sont_ou_ont_été_occupés_par	Depuis 2012, les locaux sont ou ont été occupés par diverses entreprises, notamment :		
2014	01	08		2014	01	08		a_été_placée_en_redressement_judiciaire	En avril 2013 la société a été placée en redressement judiciaire puis en liquidation judiciaire le 8 janvier 2014.		
2008				2008				la_conception_et_la_fabrication___assemblage___de_rotatives_d__imprimerie	Jusqu'en 2008 l'activité du site, exploité par GOSS INTERNATIONAL FRANCE, était centrée sur la conception et la fabrication (assemblage) de rotatives d'imprimerie.		'GOSS INTERNATIONAL FRANCE'
2003				2003				l__excavation	En 2003, un arrêté a prescrit à la société GOSS SYSTEM GRAPHIQUES l’excavation de sols pollués par des hydrocarbures aux abords de cuves enterrées localisées au niveau de la nef A (50 tonnes de terres de teneur supérieure à 1000 mg/kg d’hydrocarbures totaux ont été éliminées).	'hydrocarbures', 'hydrocarbures totaux'	'la société GOSS SYSTEM GRAPHIQUES'
2016				2016				étaient_occupés_par	En 2016, les deux-tiers nord du site étaient occupés par un bâtiment industriel divisé en 4 nefs (A à D) et divers bâtiments annexes.		
2013	04			2013	04			a_été_placée_en_redressement_judiciaire	En avril 2013 la société a été placée en redressement judiciaire puis en liquidation judiciaire le 8 janvier 2014.		
1996				2015				de_nombreuses_études	Entre 1996 et 2015, de nombreuses études des sols et eaux souterraines ont été menées sur le site.		
