Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2013				2013				a_été_implanté	En 2013, un nouveau piézomètre (Pz4) a été implanté, sur la partie Nord du site.	'Pz4 )'	
1985				1985				__création_de	- 1985, création de la société des Aciéries de Thionville dont UNIMETAL prend le contrôle le 1er janvier 1986.		'la société des Aciéries de Thionville', 'UNIMETAL'
1999				1999				a_été_investiguée	Par ailleurs, la qualité des sédiments du Veymerange en amont et en aval du site a été investiguée en 1999 et 2012.		
2016	02			2016	02			sa_dernière_visite	L'inspection conclut suite à sa dernière visite de février 2016 que le représentant de l'ancien exploitant doit mettre en œuvre des mesures de gestion complémentaire et poursuivre la surveillance des eaux souterraines.		
1999	08			1999	08			d_	- Etude des sols Etape B et ESR du site des anciens laminoirs et crassier de Terville (rapport LECES RCL 4949 d’août 1999).		
2012				2012				a_été_investiguée	Par ailleurs, la qualité des sédiments du Veymerange en amont et en aval du site a été investiguée en 1999 et 2012.		
1977				1977				__arrêt_définitif	- 1977, arrêt définitif des laminoirs, des hauts-fourneaux et de l’aciérie Thomas ;		
1986	01	1		1986	01	1		__création_de	- 1985, création de la société des Aciéries de Thionville dont UNIMETAL prend le contrôle le 1er janvier 1986.		'la société des Aciéries de Thionville', 'UNIMETAL'
1973	06	18		1973	06	18		__arrêt_définitif	- 18 juin 1973, arrêt définitif des activités de la cokerie ;		
2015	11			2015	11			Evaluation_quantitative_des_risques_sanitaires	- Rapport intitulé "Site du crassier et des anciens laminoirs de Terville - Evaluation quantitative des risques sanitaires pour un usage industriel" réalisé par la société AnteaGroup en novembre 2015 et référencé A81456/A.		'Terville', 'la société AnteaGroup'
1986	01	1		1986	01	1		prend_le_contrôle	- 1985, création de la société des Aciéries de Thionville dont UNIMETAL prend le contrôle le 1er janvier 1986.		'la société des Aciéries de Thionville', 'UNIMETAL'
1999				1999				est_surveillée	La nappe d'eau souterraine est surveillée à fréquence semestrielle depuis 1999 grâce à trois piézomètres (Pz1, Pz2 et Pz3) dans le cadre de l'arrêté préfectoral n°98-AG/2-39 du 19 février 1998 modifié par l'arrêté préfectoral n°2012-DLP/BUPE-08 du 10 janvier 2012.		
1966				1966				fusionne_avec_Lorraine	- 1966, USINOR fusionne avec Lorraine-Escaut, exploitant du site intégré de Thionville ;		'USINOR', 'Lorraine - Escaut', 'Thionville'
2013	07			2013	07			réalisé	- Rapport intitulé "Terville (57) - Ancien crassier sidérurgique - Etude environnementale et géotechnique - Rapport final" réalisé par la société AnteaGroup en juillet 2013 et référencé A71728/A.		'Terville', 'société AnteaGroup'
2012	10			2012	10			l__état_environnemental	- Rapport intitulé "Terville (57) - Ancien crassier sidérurgique - Etude environnementale et géotechnique - Synthèse de l’état environnemental du site" réalisé par la société AnteaGroup en octobre 2012 et référencé A68596/A.		'Terville ( 57 )', 'la société AnteaGroup'
2012	01	10		2012	01	10		est_surveillée	La nappe d'eau souterraine est surveillée à fréquence semestrielle depuis 1999 grâce à trois piézomètres (Pz1, Pz2 et Pz3) dans le cadre de l'arrêté préfectoral n°98-AG/2-39 du 19 février 1998 modifié par l'arrêté préfectoral n°2012-DLP/BUPE-08 du 10 janvier 2012.		
