Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2016	01	21		2016	01	21		au_repli	Une dépollution complémentaire au niveau de la fouille 9, a été rendue possible suite au repli de l’unité de traitement in situ, réalisé le 21/01/2016.		
2013				2013				a_été_repris	Le fond de fouille qui présentait une pollution résiduelle de 17 000 mg/kg après les travaux d’excavation de 2013, a été repris.		
1967				1967				a_débuté_son_exploitation	La station-service a débuté son exploitation en 1967, avec l’exploitation d’un dépôt mixte souterrain de liquides inflammables de 30 m3 (12 m3 de supercarburant, 10 m3 de carburant auto et 8 m3 de gazole), déclaré par l’Union Générale de Distribution des Produits Pétroliers.	'liquides inflammables', 'supercarburant', 'carburant auto', 'gazole'	'Union Générale de Distribution des Produits Pétroliers'
2016	05			2016	05			a_fait_part	La DIRIF lui a fait part du commencement des travaux préparatoires au projet de déviation en février 2016, qui seront suivis du dégagement complet des emprises dès le mois de mai 2016.		'La DIRIF'
2016	02			2016	02			du_commencement_des_travaux	La DIRIF lui a fait part du commencement des travaux préparatoires au projet de déviation en février 2016, qui seront suivis du dégagement complet des emprises dès le mois de mai 2016.		'La DIRIF'
2013	02	20		2013	02	20		stopper_le_transfert	Suite au diagnostic des sols réalisé en 2006 dans le cadre de la future cessation des activités du site, mettant en évidence des impacts en hydrocarbures et en BTEX, une installation d'extraction sous vide des eaux souterraines et des gaz de sols a été mise en place afin de stopper le transfert de polluants en aval de la station-service et de traiter la source de pollution dans les sols et les eaux souterraines, via neuf piézomètres, puis sur sept depuis le 20/02/2013.	'hydrocarbures', 'BTEX'	
2016	03	01		2016	03	01		la_campagne_de_mesures	Lors de la campagne de mesures du 01/03/2016, les résultats des analyses ont mis en évidence un léger impact résiduel en benzène (3,97 µg/l), en amont immédiat des anciennes installations de distribution et du parc à cuves (PZ7).	'benzène'	
2015	12	16		2015	12	16		de_la_campagne_de_mesures	Lors de la campagne de mesures du 16/12/2015, l’unité de traitement était à l’arrêt depuis près d’un an.		
2013	08	22		2013	08	22		a_été_délivré	Le récépissé de cessation d’activité a été délivré le 22/08/2013.		
2015	02			2015	02			mesurées	Elle s’accompagne d’une diminution des teneurs en HAP et notamment du naphtalène, mesurées depuis février 2015, et qui ne sont présents, en mars 2016, qu’à l’état de traces.	'HAP', 'naphtalène'	
1985	06	13		1985	06	13		une_nouvelle_déclaration	Le 13/06/1985, l’exploitant transmet une nouvelle déclaration pour la distribution et le stockage de liquides inflammables qui est de de 70 m3 (deux réservoirs enterrés en fosse de 40 et 30 m3).	'liquides inflammables'	
2016	02			2016	02			devraient	De plus, selon le bureau d'études, l’excavation et évacuation des terres polluées prévues en février 2016, devraient entrainer une nouvelle baisse des teneurs en hydrocarbures, BTEX et HAP dans les eaux souterraines du site.	'hydrocarbures', 'BTEX', 'HAP'	
2015	04	28		2015	04	28		de_la_campagne	Lors de la campagne du 28 avril 2015, les résultats des analyses effectuées sur les piézomètres ont mis en évidence :		
2006				2006				au_diagnostic_des_sols_réalisé	Suite au diagnostic des sols réalisé en 2006 dans le cadre de la future cessation des activités du site, mettant en évidence des impacts en hydrocarbures et en BTEX, une installation d'extraction sous vide des eaux souterraines et des gaz de sols a été mise en place afin de stopper le transfert de polluants en aval de la station-service et de traiter la source de pollution dans les sols et les eaux souterraines, via neuf piézomètres, puis sur sept depuis le 20/02/2013.	'hydrocarbures', 'BTEX'	
2016	02			2016	02			seront_réalisés	Par conséquent l’exploitant va retirer l’unité de traitement et les travaux complémentaires, prévus par courrier du 21/09/2015, seront réalisés d’ici le mois de février 2016.		
1998	07	28		1998	07	28		a_transmis	Le 28/07/1998, l’exploitant a transmis un dossier de déclaration pour l’installation d’une distribution de GPL comprenant un distributeur et un réservoir de 11,7 m3 (5 t).	'GPL'	
2013				2013				les_travaux_d__excavation	Le fond de fouille qui présentait une pollution résiduelle de 17 000 mg/kg après les travaux d’excavation de 2013, a été repris.		
2012	10	05		2012	10	05		la_cessation_définitive	Par courrier du 06/08/2012, TOTAL RAFFINAGE MARKETING informe de la cessation définitive de l’activité de distribution et stockage de carburants à compter du 05/10/2012, de la station-service Relais de la Montagne.	'carburants'	'TOTAL RAFFINAGE MARKETING'
2016	02			2016	02			va_retirer	Par conséquent l’exploitant va retirer l’unité de traitement et les travaux complémentaires, prévus par courrier du 21/09/2015, seront réalisés d’ici le mois de février 2016.		
2015	04			2015	04			a_adressé	TOTAL a adressé à la Préfecture du Val-de-Marne, les rapports des suivis de traitements, pour la période allant de janvier 2013 à avril 2015.		
2016	02			2016	02			évacuation_des_terres_polluées	De plus, selon le bureau d'études, l’excavation et évacuation des terres polluées prévues en février 2016, devraient entrainer une nouvelle baisse des teneurs en hydrocarbures, BTEX et HAP dans les eaux souterraines du site.	'hydrocarbures', 'BTEX', 'HAP'	
2013	01			2013	01			a_adressé	TOTAL a adressé à la Préfecture du Val-de-Marne, les rapports des suivis de traitements, pour la période allant de janvier 2013 à avril 2015.		
2015	01	06		2015	01	06		un_arrêt_volontaire_du_traitement_a_été_réalisé	Par conséquent un arrêt volontaire du traitement a été réalisé le 06/01/2015.		
2016	01	21		2016	01	21		Une_dépollution	Une dépollution complémentaire au niveau de la fouille 9, a été rendue possible suite au repli de l’unité de traitement in situ, réalisé le 21/01/2016.		
2016	02	15		2016	02	15		Les_travaux_d__excavation	Les travaux d’excavation, de remblaiement et de compactage ont débuté le 15/02/2016.		
