Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2015	07			2015	07			la_cessation_définitive_et_totale_d__activité	Les activités de l’aciérie, puis des laminoirs 1 et 2 ont été successivement arrêtées entre 2011 et 2013, avant que la cessation définitive et totale d’activité du site ne soit effective en juillet 2015.		
2015	04			2015	04			Deux_diagnostics_environnementaux	Deux diagnostics environnementaux ont été conduits en 2002 et 2009 au droit du lot 1, complétés par une campagne d’investigations en avril 2015.		
2015	07			2015	07			Les_activités	Les activités de l’aciérie, puis des laminoirs 1 et 2 ont été successivement arrêtées entre 2011 et 2013, avant que la cessation définitive et totale d’activité du site ne soit effective en juillet 2015.		
2009				2009				Deux_diagnostics_environnementaux	Deux diagnostics environnementaux ont été conduits en 2002 et 2009 au droit du lot 1, complétés par une campagne d’investigations en avril 2015.		
2011	05	27		2011	05	27		relevait_de	Cet établissement relevait de la réglementation relative aux installations classées pour la protection de l’environnement et avait été autorisé en dernier lieu par l’arrêté préfectoral n°2011-147-0024 du 27 mai 2011.		
2015	09			2015	09			première_visite	première visite en septembre 2015, afin de vérifier les conditions de sa mise en sécurité, une seconde en		
2011				2013				Les_activités	Les activités de l’aciérie, puis des laminoirs 1 et 2 ont été successivement arrêtées entre 2011 et 2013, avant que la cessation définitive et totale d’activité du site ne soit effective en juillet 2015.		
2011				2011				la_création_d__une_plateforme_bétonnée	En outre, il convient de noter que l’ancien parc à billettes a fait l’objet de la création d’une plateforme bétonnée en 2011, demeurant à ce jour en très bon état de conservation.		
2015	02			2015	02			a_été_acceptée	Cette proposition a été acceptée par la DREAL en février 2015, ce qui implique une réhabilitation progressive du site en fonction des lots et du degré de maturité des projets industriels afférents.		'la DREAL'
2015	04			2015	04			une_campagne_d__investigations	Deux diagnostics environnementaux ont été conduits en 2002 et 2009 au droit du lot 1, complétés par une campagne d’investigations en avril 2015.		
2015	07			2015	07			ont_été_successivement_arrêtées	Les activités de l’aciérie, puis des laminoirs 1 et 2 ont été successivement arrêtées entre 2011 et 2013, avant que la cessation définitive et totale d’activité du site ne soit effective en juillet 2015.		
2002				2002				Deux_diagnostics_environnementaux	Deux diagnostics environnementaux ont été conduits en 2002 et 2009 au droit du lot 1, complétés par une campagne d’investigations en avril 2015.		
2015	09	30		2015	09	30		a_été_notifiée	Celle-ci a été notifiée à Monsieur le Préfet de l’Isère par courrier en date du 30 septembre 2015.		'le Préfet'
