Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2007	02	27		2007	02	27		Les_mesures_réalisées	Les mesures réalisées le 27/02/2007 sur le piézomètre du site révèlent 2 100 ug/l pour les hydrocarbures totaux et 1 000 ug/l pour le benzène.	'hydrocarbures totaux', 'benzène'	
2006	11	16		2006	11	16		a_produit	La société ALCOOL PETROLE CHIMIE a produit le 16/11/2006 un mémoire complémentaire contre la préfecture.		'La société ALCOOL PETROLE CHIMIE', 'la préfecture'
2000	06	07		2000	06	07		jugement	Suite à la demande de plusieurs associations, le projet de la société ACTIS n'a pas été créé et l'arrêté préfectoral d'autorisation du 21/10/1999 a été annulé suite au jugement en date du 07/06/2000 par le Tribunal administratif de Lyon.		'la société ACTIS', 'le Tribunal administratif de Lyon'
2004	06	30		2004	06	30		l__arrêté	Un jugement du Tribunal Administratif du 21/12/2006 a prononcé l'annulation de l'arrêté du 30/06/2004 concluant à une pollution historique du site due aux sabordages de 1944 et en précisant que rien ne laissait présumer de l'existence d'un lien direct entre la pollution et les activités successives.		'du Tribunal Administratif'
1999	09	06		1999	09	06		et_de_déclaration	Elle bénéficiait d'un arrêté préfectoral d'autorisation d'exploiter datant du 21/10/1999 et de déclaration du 06/09/1999.		
1992				1992				a_été_acheté	Le site a été acheté à la société ALCOOL PETROLE CHIMIE par la société ACTIS en 1992 pour faire de la récupération de déchets industriels.	'déchets industriels'	'la société ALCOOL PETROLE CHIMIE', 'la société ACTIS'
1992				1992				__a_été_racheté	Le site  a été racheté en 1992 par ACTIS à la société TOTAL COMPAGNIE FRANCAISE DE RAFFINAGE.		'par ACTIS à la société TOTAL COMPAGNIE FRANCAISE DE RAFFINAGE'
1998				1998				un_diagnostic_initial	Dans le cadre d'un projet de création par ACTIS d'un centre de transit de prétraitement de déchets industriels soumis à la législation des installations classées pour la protection de l'environnement, un diagnostic initial et une évaluation simplifiée des risques et suivant la méthodologie nationale applicable, a été réalisée en 1998 suite à demande de l'administration.	'déchets industriels'	'ACTIS'
1966				1966				ont_débuté	L'historique du site nous indique que les activités de stockage réalisées par l’entreprise "Dépôt pétrolier de Collonges" ont débuté en 1966.		'Dépôt pétrolier'
2006	10			2006	10			a_cessé_ses_activités	La société a cessé ses activités courant octobre 2006.		
