Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
1979	07			1979	07			__1ère_autorisation_préfectorale	- Juillet 1979: 1ère autorisation préfectorale d'étendre la carrière et de remblayer le site (exploitant du moment: Sté FOLTZER).		'Sté FOLTZER'
1951				1951				__reprise	- 1951: reprise d'activité d'extraction avec une progression de l'exploitation vers le Nord et le dépôt de remblais au Sud,		
1964				1964				__renouvellement_d_	- 1964: renouvellement d'une autorisation d'importation depuis Bâle de déblais, gravats et décombres,		
2013	01	14		2013	01	14		il_a_été_imposé	Par AP du 14 janvier 2013, il a été imposé de développer le réseau de surveillance à 5 ouvrages; l'échéance de mise en conformité du réseau de surveillance est au 30 avril2013; le érseau sera constitué de:		
1971				1971				__poursuite	- 1971-1972: poursuite de l'activité de carrière dans le cadre des droits acquis au titre du Code Minier,		
2001				2001				Une_reconnaissance_historique_a_été_réalisée	Une reconnaissance historique a été réalisée par le BRGM en 2001:		'le BRGM'
1972				1972				__poursuite	- 1971-1972: poursuite de l'activité de carrière dans le cadre des droits acquis au titre du Code Minier,		
1992				1992				se_poursuit	La surveillance de la qualité des eaux souterraines se poursuit depuis 1992.		
2013	30			2013	30			échéance_de_mise_en_conformité	Par AP du 14 janvier 2013, il a été imposé de développer le réseau de surveillance à 5 ouvrages; l'échéance de mise en conformité du réseau de surveillance est au 30 avril2013; le érseau sera constitué de:		
1940				1940				est_déjà_en_activité	Une exploitation de carrière est déjà en activité en 1940.		
