Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2007				2007				une_étude_de_sol	En 2007, le propriétaire a fait faire par la société SOCOTEC une étude de sol sur l'ancien site de la GTCM.		'la société SOCOTEC', 'la GTCM'
				2013	08	1		a_conduit_les_opérations_d__excavation	Les 29, 30, 31 juillet et le 1er août 2013, SOCOTEC a conduit les opérations d'excavation des terres au droit de la zone contaminée par des hydrocarbures totaux identifiés principalement en bordure ouest de la parcelle (parcelle n°772 de la section AB, parcelle parfaitement actuelle le 11/06/2015).	'hydrocarbures totaux'	'SOCOTEC'
								achète	Puis, au début des années 1960, Monsieur Gouraud achète le terrain pour y développer sa société de transport de matériaux, charbons, boissons et carburants : Gouraud Transport Combustibles et Matéraux (GTCM).	'charbons', 'carburants'	'Gouraud Transport Combustibles et Matéraux', 'GTCM'
								cède	En 1993, la SPCA cède l'exploitation des ouvrages de stockage de carburants à la GTCM à la date du 1er novembre.	'carburants'	'la SPCA', 'la GTCM'
2013	08	1		2013	08	1		12_prélèvements	Pour la validation de l'état de dépollution du site, 12 prélèvements en fond ou parois de fouille ont été réalisés les 31 juillet et 1er août 2013.		
1993				1993				cède	En 1993, la SPCA cède l'exploitation des ouvrages de stockage de carburants à la GTCM à la date du 1er novembre.	'carburants'	'la SPCA', 'la GTCM'
1960				1960				était_occupé_par	Avant 1960, le terrain était occupé par des champs nus.		
1969				1969				fait_installer	En 1965, la compagnie pétrolière BLANZY-OUEST installe un stockage de fuel domestique sur le site, il s'agit d'une cuve aérienne de 40 m3, puis, en 1969 la Société Pétrolière des Combustibles de l'Atlantique (SPCA, nouveau nom de BLANZY-OUEST) fait installer un réservoir souterrain compartimenté de 60 m3, contenant 50 000 L de fuel-oil domestique et 10 000 L de gasoil.	'fuel domestique', 'fuel - oil', 'gasoil'	'la compagnie pétrolière BLANZY - OUEST', 'la Société Pétrolière des Combustibles', 'SPCA', 'BLANZY - OUEST'
1998				1998				fait_installer_sur_site	Pour finir, en 1998, la GTCM fait installer sur site un réservoir aérien de 50 m3 (fioul et gasoil) placée dans une rétention béton.	'fioul'	'la GTCM'
2011	09			2011	09			Cette_étude_a_été_transmise	Cette étude a été transmise à l'inspection des installations classées par le préfet en septembre 2011.		'le préfet'
								12_prélèvements	Pour la validation de l'état de dépollution du site, 12 prélèvements en fond ou parois de fouille ont été réalisés les 31 juillet et 1er août 2013.		
2013				2013				n__accueille_plus	En 2013, le site n'accueille plus d'activité.		
2004				2004				L__activité	L'activité de l'entreprise a été transférée en 2004 sur le site de la rue Jacquart dans la même commune.		
1965				1965				installe	En 1965, la compagnie pétrolière BLANZY-OUEST installe un stockage de fuel domestique sur le site, il s'agit d'une cuve aérienne de 40 m3, puis, en 1969 la Société Pétrolière des Combustibles de l'Atlantique (SPCA, nouveau nom de BLANZY-OUEST) fait installer un réservoir souterrain compartimenté de 60 m3, contenant 50 000 L de fuel-oil domestique et 10 000 L de gasoil.	'fuel domestique', 'fuel - oil', 'gasoil'	'la compagnie pétrolière BLANZY - OUEST', 'la Société Pétrolière des Combustibles', 'SPCA', 'BLANZY - OUEST'
								a_conduit_les_opérations_d__excavation	Les 29, 30, 31 juillet et le 1er août 2013, SOCOTEC a conduit les opérations d'excavation des terres au droit de la zone contaminée par des hydrocarbures totaux identifiés principalement en bordure ouest de la parcelle (parcelle n°772 de la section AB, parcelle parfaitement actuelle le 11/06/2015).	'hydrocarbures totaux'	'SOCOTEC'
2013	03			2013	03			des_investigations_complémentaires	L'emprise des zones impactées n'étant pas précisément délimitée, des investigations complémentaires ont été réalisées en mars 2013 afin de cerner précisément l'étendue de la contamination en hydrocarbures et les volumes en jeu.	'hydrocarbures'	
