Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
1994				1994				ont_été_rencontrés	Au cours de travaux de forage réalisés en 1994, des niveaux d’eau ont été rencontrés à différentes profondeurs (entre -1,65 et 2,1 m).		
1954				1954				Des_activités_de_chromage	Des activités de chromage sont exercées sur le site depuis 1954, différents exploitants se sont succédés : Chromage Industriel Moderne, sarl Traitement, Eurochrome, Thalie International, Eurothal puis Ugitech.		': Chromage Industriel Moderne', ', sarl Traitement , Eurochrome , Thalie International , Eurothal puis Ugitech'
2014	05			2014	05			la_cessation_définitive_des_activités	Par courrier transmis à la direction départementale de la protection des populations en mai 2014, l’exploitant a déclaré la cessation définitive des activités de l’atelier « 3M ».		
2015	02	10		2015	02	10		un_diagnostic	Dans son rapport du 31 mars 2015, l’inspection indique que, par courrier reçu le 10 février 2015, la ville de Saint-Etienne, propriétaire des locaux, a transmis un diagnostic de la qualité des sols réalisé en février 2010.		'la ville de Saint-Etienne'
2009				2009				Les_investigations_réalisées	Les investigations réalisées en 2009-2010 montrent un impact des activités de chromage sur le sol.		
2015	03	02		2015	03	02		a_également_fait_parvenir	Elle a également fait parvenir le 2 mars 2015 un compte rendu de travaux.		
2010	02			2010	02			un_diagnostic	Dans son rapport du 31 mars 2015, l’inspection indique que, par courrier reçu le 10 février 2015, la ville de Saint-Etienne, propriétaire des locaux, a transmis un diagnostic de la qualité des sols réalisé en février 2010.		'la ville de Saint-Etienne'
1954				1954				exercées_sur	Des activités de chromage sont exercées sur le site depuis 1954, différents exploitants se sont succédés : Chromage Industriel Moderne, sarl Traitement, Eurochrome, Thalie International, Eurothal puis Ugitech.		': Chromage Industriel Moderne', ', sarl Traitement , Eurochrome , Thalie International , Eurothal puis Ugitech'
1994				1994				de_travaux_de_forage	Au cours de travaux de forage réalisés en 1994, des niveaux d’eau ont été rencontrés à différentes profondeurs (entre -1,65 et 2,1 m).		
2010				2010				Les_investigations_réalisées	Les investigations réalisées en 2009-2010 montrent un impact des activités de chromage sur le sol.		
