Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2006	06	08		2006	06	08		a_été_rejeté	30 avril 2002: le recours formé par la SA BERTRAND contre l'arrêté préfectoral du 22 décembre 2000 a été rejeté par le tribunal administratif de Dijon confirmé par la cour administrative d'appel de Lyon (le 8 juin 2006).		'la SA BERTRAND', 'le tribunal administratif de Dijon', "la cour administrative d' appel de Lyon"
2005	01	28		2005	01	28		a_constaté	28 janvier 2005: l'Inspection des Installations Classées a constaté l'absence des études demandées.		
1984	04	30		1984	04	30		remettre_les_lieux_en_état	14 février 1984: Un arrêté préfectoral portant mise en demeure demande la suppression de la déposante de matière de vidange que la société BERTRAND exploitait sans autorisation et de remettre les lieux en état avant le 30 avril 1984 par pompage de la partie liquide, nivellement et couverture suffisante de matériaux de terre.	'la déposante de matière de vidange'	'la société BERTRAND'
1993	09	07		1993	09	07		l__ouverture_d__	7 septembre 1993: l'ouverture d' une installation de transit à la demande de la ville de Joigny est autorisée par arrêté préfectoral.		
								doit_respecter	La SA BERTRAND doit respecter sous un délai de 3 mois les prescriptions mises à sa charge par l'arrêté du 22 décembre 2000.		'La SA BERTRAND'
2000	12	22		2000	12	22		doit_respecter	La SA BERTRAND doit respecter sous un délai de 3 mois les prescriptions mises à sa charge par l'arrêté du 22 décembre 2000.		'La SA BERTRAND'
2000	08	31		2000	08	31		a_constaté	31 août 2000: l'Inspection des Installations Classées a constaté que le sol de la déposante était constitué de boues pâteuses non solidifiées contenant des produits bitumineux hydro carbonés à l'odeur forte de créosote (La créosote est le nom donné à plusieurs sortes d'huiles extraites de goudrons de bois ou de charbon).	'des produits bitumineux hydro carbonés', 'créosote', 'créosote', 'goudrons', 'charbon'	
2011				2011				informe	En 2011, la SA BERTRAND informe l'Inspection des Installations Classées que le site n'est plus en activité.		'la SA BERTRAND'
1981				1981				avait_été_découverte	Sur ces terrains, se trouvaient notamment une ancienne déposante (exploitation ou décharge de matières de vidange) qui avait été découverte en 1981, une station de transit de matières de vidange en service depuis 1993 et un petit stockage de produits pétroliers.	'produits pétroliers'	
								une_étude_diagnostic	22 décembre 2000: Au vu des indices d'une pollution significative du sol (inspection du 31 août 2000), un arrêté préfectoral portant mesures complémentaires prescrit à la SA BERTRAND de faire réaliser sous un délai de 6 mois une étude diagnostic des sols et une évaluation simplifiée des risques (ESR).		'la SA BERTRAND'
2006	10	24		2006	10	24		rejette	24 octobre 2006: le tribunal administratif de Dijon rejette la requête de la SA BERTRAND.		'le tribunal administratif de Dijon', 'la SA BERTRAND'
2005	06	14		2005	06	14		est_prescrit	14 juin 2005: Un arrêté préfectoral de mise en demeure est prescrit.		
2002	04	30		2002	04	30		a_été_rejeté	30 avril 2002: le recours formé par la SA BERTRAND contre l'arrêté préfectoral du 22 décembre 2000 a été rejeté par le tribunal administratif de Dijon confirmé par la cour administrative d'appel de Lyon (le 8 juin 2006).		'la SA BERTRAND', 'le tribunal administratif de Dijon', "la cour administrative d' appel de Lyon"
