Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2010				2010				est_détecté	Le dipropylacétonitrile est détecté sur p103 en 2009 (0,7mg/l) et 2010.	'Le dipropylacétonitrile'	
2009				2009				Les_campagnes_trimestrielles	Les campagnes trimestrielles de 2009 montrent :		
								a_été_décelé	A noter que du fer a été décelé sur l'ensemble des piézomètres (amont et aval) sur les 2 derniers trimestres.	'fer'	
								le	3/ orthophosphates légèrement décelés sur le piézomètre 6 (aval hydraulique) sur le 3ème trimestre.	'orthophosphates'	
2007	09	13		2007	09	13		Les_campagnes	Les campagnes du 23/04 et du 13/09/2007 montrent une situation stable et satisfaisante, sauf pour les nitrates en augmentation sur le piézo S7 (origine = pollution historique de la nappe en amont, non observée auparavant).	'nitrates'	
2013	07	1		2013	07	1		a_remis	SANOFI a remis son étude le 1er juillet 2013.		'SANOFI'
2006	03			2012	12			40_prélèvements_effectués	piézomètre P103 situé au niveau du point de fuite : 40 prélèvements effectués entre mars 2006 et décembre 2012 dont les concentrations en toluène varient entre 10 et 12 700 microgrammes/litre (max en mars 2012).	'toluène'	
2009				2009				est_détecté	Le valéronitrile est détecté en 2009 en p103 (0,5 mg:l).	'Le valéronitrile'	
2005	06	20		2007	02	13		Les_campagnes	Les campagnes du 20/06/2005 au 13/02/2007 (piézos S3, S6 et S7) montrent une situation stable et satisfaisante pour l'ensemble des paramètres.		
								détectés	2/ chlorobenzènes légèrement détectés (seuil de détection) sur le piézomètre 7 (aval hydraulique) sur les 3 premiers trimestres,	'chlorobenzènes'	
								la_campagne	Cette situation est confirmée par la campagne du 12/11/07 avec une diminution pour les nitrates en S7.	'nitrates'	
2009				2009				est_détecté	Le dipropylacétonitrile est détecté sur p103 en 2009 (0,7mg/l) et 2010.	'Le dipropylacétonitrile'	
								Les_campagnes	Les campagnes du 23/04 et du 13/09/2007 montrent une situation stable et satisfaisante, sauf pour les nitrates en augmentation sur le piézo S7 (origine = pollution historique de la nappe en amont, non observée auparavant).	'nitrates'	
