Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2016	08	30		2016	08	30		Une_première_phase_de_travaux_a_été_menée	Une première phase de travaux a été menée le 30 août 2016.		
1994	08	19		1994	08	19		a_été_autorisée	Cette installation a été autorisée par l'arrêté préfectoral du 19 août 1994.		
2011				2011				a_été_mise_en	précisé qu’une pollution des sols et de la nappe a été mise en évidence sur ce site en 2011.		
2006	04			2006	04			partir_d_	Des campagnes de prélèvement des eaux souterraines ont donc été réalisées sur les 3 piézomètres à une fréquence semestrielle à partir d’avril 2006.		
2015	10	26		2015	10	26		ont_été_effectués	A la suite du démantèlement du bac de trempage encore présent sur site, des prélèvements sur les sols sous-jacents ont été effectués le 26 octobre 2015.		
2012	05			2012	05			de_certaines_campagnes	détecté à de faibles concentrations sur un des piézomètres aval lors de certaines campagnes : mai 2008, novembre 2011, mai 2012.		
2012	05			2012	05			La_dernière_campagne	La dernière campagne date de mai 2012.		
2015				2015				des_travaux_de_dépollution	Compte tenu des concentrations mesurées dans les sols sous-jacents au bac de trempage démantelé en 2015, des travaux de dépollution des terres impactées ont été préconisés.		
2011	11			2011	11			de_certaines_campagnes	détecté à de faibles concentrations sur un des piézomètres aval lors de certaines campagnes : mai 2008, novembre 2011, mai 2012.		
2016	06	30		2016	06	30		Des_campagnes_complémentaires	Des campagnes complémentaires de suivi de la qualité des eaux ont été menées le 30 juin 2016 (avant travaux de dépollution) et le 10 avril 2017 (après la première excavation) sur les 3 piézomètres présents sur le site, incluant la recherche du PCP (plus recherché depuis 2004), du carbendazime et du propiconazole.	'PCP', 'carbendazime', 'propiconazole'	
2017	06			2017	06			Des_campagnes_complémentaires_ont_été_menées	Des campagnes complémentaires ont été menées au droit du site en avril et juin 2017 et ont montré un marquage encore important en PCP au niveau d’un des sondages à proximité de l’ancien bac de trempage.		
2006	04			2006	04			Des_campagnes_de_prélèvement_des_eaux_souterraines	Des campagnes de prélèvement des eaux souterraines ont donc été réalisées sur les 3 piézomètres à une fréquence semestrielle à partir d’avril 2006.		
2016	06	30		2016	06	30		travaux_de_dépollution	Des campagnes complémentaires de suivi de la qualité des eaux ont été menées le 30 juin 2016 (avant travaux de dépollution) et le 10 avril 2017 (après la première excavation) sur les 3 piézomètres présents sur le site, incluant la recherche du PCP (plus recherché depuis 2004), du carbendazime et du propiconazole.	'PCP', 'carbendazime', 'propiconazole'	
2017	04	10		2017	04	10		la_première_excavation	Des campagnes complémentaires de suivi de la qualité des eaux ont été menées le 30 juin 2016 (avant travaux de dépollution) et le 10 avril 2017 (après la première excavation) sur les 3 piézomètres présents sur le site, incluant la recherche du PCP (plus recherché depuis 2004), du carbendazime et du propiconazole.	'PCP', 'carbendazime', 'propiconazole'	
2018	02	05		2018	02	05		de_la_visite	Lors de la visite du 5 février 2018, l'Inspection des Installations Classées n’a pas constaté de présence de zones à risques d’incendie ou d’explosion au niveau des anciennes installations de la société RULLEAU à Cestas, ni de présence de produits dangereux et de déchets résiduels liés à l’activité sur le site.	'produits dangereux'	'la société RULLEAU'
								Des_campagnes_complémentaires_ont_été_menées	Des campagnes complémentaires ont été menées au droit du site en avril et juin 2017 et ont montré un marquage encore important en PCP au niveau d’un des sondages à proximité de l’ancien bac de trempage.		
2008	05			2008	05			de_certaines_campagnes	détecté à de faibles concentrations sur un des piézomètres aval lors de certaines campagnes : mai 2008, novembre 2011, mai 2012.		
2015				2015				démantelé	Compte tenu des concentrations mesurées dans les sols sous-jacents au bac de trempage démantelé en 2015, des travaux de dépollution des terres impactées ont été préconisés.		
2004	11	12		2004	11	12		Les_études_remises	Les études remises les 12/11/2004 ne montrent pas de pollution notable des sols et de la nappe.		
