Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2001	01	12		2001	01	12		Une_nouvelle_demande	Une nouvelle demande de complément a été formulé le 12/01/2001.		
2000	11	13		2000	11	13		ont_été_remis	Des compléments ont été demandés par l'arrêté du 04/08/2000 et ont été remis au préfet le 13/11/2000.		'préfet'
1995	06	01		1995	06	01		s__est_installée	La société d'APPLICATION DE POUDRES ET PEINTURES LIQUIDE INDUSTRIELLE (APPLIC) s'est installée sur le site le 01/06/1995.		"La société d' APPLICATION", 'DE POUDRES ET PEINTURES LIQUIDE INDUSTRIELLE', 'APPLIC'
2004	07	20		2004	07	20		est_mise_en_liquidation_judiciaire	La société ECUER PINDALP est mise en liquidation judiciaire le 20/07/2004 (information fournie par Maitre DUBOIS).		'La société ECUER PINDALP'
2005	01	20		2005	01	20		avoir_clôturé_le_dossier	La société est aujourd'hui liquidée (information reçue le 31/01/2005, par l'administrateur judiciaire Maitre Sapin qui a également indiqué avoir clôturé le dossier le 20/01/2005).		
2002	06	27		2002	06	27		à_une_visite_d__inspection	Suite à une visite d'inspection du 27/06/2002, il a été constaté la poursuite illégale des activités sur le site.		
2003	02	28		2003	02	28		sa_demande	Par courrier du 17/01/2005, la Mairie de Creys-Mépieu renouvelle sa demande auprès de la Préfecture, sa demande concernant la levée des scellés demandés par arrêté préfectoral du 28/02/2003.		
2000	04	04		2000	04	04		a_été_transmis	Un dossier de régularisation d'activité a été transmis à l'Inspection des Installations Classées le 04/04/2000.		
2000	11	13		2000	11	13		ont_été_demandés	Des compléments ont été demandés par l'arrêté du 04/08/2000 et ont été remis au préfet le 13/11/2000.		'préfet'
1999	04			1999	04			reprend_ses_activités	Suite à la mise en liquidation judiciaire de la société APPLIC, ECUER PINDALP reprend ses activités en avril 1999.		'la société APPLIC', 'ECUER PINDALP'
2004	12	21		2004	12	21		Une_visite_d__inspection	Une visite d'inspection a été réalisée le 21/12/2004.		
