Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2001	10			2001	10			des_investigations_de_terrain	Dans la perspective d'une cessation d'activité du site, l'entreprise a fait réaliser une étude historique en octobre 2000 et des investigations de terrain en octobre 2001 sur les sols, les eaux superficielles, les sédiments prélevés dans les deux ruisseaux ceinturant le site et les eaux souterraines à partir d'un puits de contrôle amont et de deux puits de contrôle à l'aval du site.		
2002	05	27		2002	05	27		ont_été_remises	Les études ont été remises le 27 mai 2002 au service d'inspection.		
2001	12	18		2001	12	18		L__évaluation_simplifiée_des_risques_remise	L'évaluation simplifiée des risques remise le 18 décembre 2001 classe le site dans la catégorie 1, pour lesquelles des investigations complémentaires et une évaluation détaillée des risques s'avèrent nécessaires.		
				1963				a_exploité	Manufacture de Spécialités Chimiques Agricoles du Drouais) a exploité sur ce site une unité de production de sulfate de cuivre jusqu'en 1963.	'sulfate', 'cuivre'	'Drouais'
2006				2006				de_se_stabiliser	- des teneurs variables en azote organique et ammoniacal, les nitrites, les hydrocarbures ainsi que le baryum avant de se stabiliser en 2006 à des valeurs inférieures aux limites de potabilité.	'azote organique', 'ammoniacal', 'les nitrites', 'les hydrocarbures', 'baryum'	
				2002	10			ont_été_démantelés	Les bâtiments ont été démantelés de juillet à octobre 2002 , les surfaces imperméables (béton, bitume) ont été conservées et le site a été clôturé sur la totalité de sa périphérie au moyen d'une clôture grillagée.		
2000	11			2000	11			La_cessation_définitive_d__activité	La cessation définitive d'activité est intervenue en novembre 2000.		
1996	01			1996	01			une_analyse_des_sols	Dans le cadre d'une démarche interne, la société HUREL ARC a fait réaliser, en janvier 1996, une analyse des sols révélant une contamination des sols par l'arsenic, le cuivre et le plomb mais l'absence de composés aromatiques volatils et de composés organohalogénés volatils.	"l' arsenic", 'le cuivre', 'plomb', 'composés', 'composés organohalogénés'	'la société HUREL ARC'
1963				1971				a_repris	La SCOPA (Société Commerciale de Produits Agricoles) a repris l'activité de 1963 à 1971, année de cessation de cette fabrication, puis a développé une activité de négoce (semences, engrais, produits agropharmaceutiques...) ; elle a été absorbée par la société HUREL ARC.		'La SCOPA', 'Société Commerciale de Produits Agricoles', 'la société HUREL ARC'
2000	10			2000	10			une_étude_historique	Dans la perspective d'une cessation d'activité du site, l'entreprise a fait réaliser une étude historique en octobre 2000 et des investigations de terrain en octobre 2001 sur les sols, les eaux superficielles, les sédiments prélevés dans les deux ruisseaux ceinturant le site et les eaux souterraines à partir d'un puits de contrôle amont et de deux puits de contrôle à l'aval du site.		
2001				2001				diagnostic	Le suivi des sédiments montre une baisse des concentrations en métaux par rapport au diagnostic de 2001.	'métaux'	
