Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2006	12	22		2006	12	22		L__étude_technico	L'étude technico-économique a été finalisée le 22/12/2006.		
2006				2006				La_pollution	La pollution du site a été déclenchée en 2006, lorsque deux transformateurs, contenant des PCB, ont été sortis de leur local de rétention par des voleurs afin d'en extraire les matériaux de cuivre, leur contenu a été vidé sur le sol.	'des PCB', 'cuivre'	
2006				2006				a_été_vidé	La pollution du site a été déclenchée en 2006, lorsque deux transformateurs, contenant des PCB, ont été sortis de leur local de rétention par des voleurs afin d'en extraire les matériaux de cuivre, leur contenu a été vidé sur le sol.	'des PCB', 'cuivre'	
2006				2006				Des_travaux_de_dépollution	Des travaux de dépollution ont débuté en 2006 et ont été précisés par l’arrêté préfectoral du 16/10/2007 concernant la réhabilitation des zones polluées par des PCB.	'PCB'	
2006	03	30		2006	03	30		Cet_acte_de_vandalisme	Cet acte de vandalisme a été constaté le 30/03/2006 par le service de Nantes Métropole chargé de la reprise du site qui en a informé l'inspection des installations classées pour la protection de l'environnement dès le lendemain.		'le service de Nantes Métropole'
2006				2006				sa_venue	Lors de sa venue sur le site en 2006, l'inspection des installations classées a constaté que la zone souillée et les transformateurs avaient été bâchés mais que la zone sécurisée ne disposait d'aucun balisage.		
2005				2005				a_cessé	Il a été exploité par Coliposte, une filiale de la poste, qui a cessé son activité à l'automne 2005.		'Coliposte'
2008	10	17		2008	10	17		a_été_publié	Le rapport de fin des travaux de dépollutions a été publié le 17/10/2008 et confirme que les objectifs fixés par l’arrêté préfectoral ont bien été atteints.		
2007	10	19		2007	10	19		un_acte_de_vente	Le 19/10/2007, un acte de vente est passé entre La Poste et Nantes Aménagement dans lequel sont mentionnées les restrictions d'usage établies au vu du rapport de la société ANTEA de mai 2007, que l'acquéreur, Nantes aménagement, s'est engagé a respecter.		'La Poste', 'Nantes Aménagement', 'la société ANTEA', 'Nantes aménagement'
2006	06	23		2006	06	23		a_constaté	Le 23/06/2006, l'inspection des installations classées a constaté que les mesures prescrites par l’arrêté préfectoral du 04/04/2006 ont bien été réalisées.		
2007	02			2007	02			a_été_réalisée	L'EDR préconisé le 23/06/2006 a été réalisée en février 2007 et a relevé que de fortes concentrations en PCB étaient encore présentes dans les sols et la nappe.	'PCB'	
