Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2015	10			2015	10			2_campagnes_de_surveillance	- 2 campagnes de surveillance de la qualité des eaux souterraines au niveau des 3 piézomètres en août et octobre 2015.		
2015	07	09		2015	07	09		a_demandé_la_mise_en_sécurité	Dans le cadre de la cessation d'activité déposée par la société RLD le 9 juillet 2015, l'administration a demandé la mise en sécurité du site.		'la société RLD'
2014				2014				investigations_environnementales	Dans le cadre de la cessation d'activité du site effective depuis juillet 2015, celui-ci a fait l'objet d'investigations environnementales en 2014 et 2015 afin d'évaluer la qualité des sols et des eaux souterraines au droit des principales zones à risque potentiel de pollution.		
2014	12			2014	12			prélevés	- les 3 échantillons ponctuels d'eau souterraine prélevés en décembre 2014 au droit de la zone NAS : concentrations en PCE allant jusqu'à 3 450 µg/l ;	'PCE'	
								2_campagnes_de_surveillance	- 2 campagnes de surveillance de la qualité des eaux souterraines au niveau des 3 piézomètres en août et octobre 2015.		
2015	07			2015	07			l__installation_de	- l'installation de 3 piézomètres dans la nappe alluviale en juillet 2015 et le prélèvement de 3 échantillons ponctuels d'eaux souterraines au droit de ces piézomètres ;		
2016	01	19		2016	01	19		a_pris_acte	Par courrier du 19 janvier 2016, la Préfecture d'Indre et Loire a pris acte de la cessation d'activité du site précisant que les prescriptions techniques du récépissé de déclaration étaient devenues sans objet.		"la Préfecture d' Indre et Loire"
2015				2015				investigations_environnementales	Dans le cadre de la cessation d'activité du site effective depuis juillet 2015, celui-ci a fait l'objet d'investigations environnementales en 2014 et 2015 afin d'évaluer la qualité des sols et des eaux souterraines au droit des principales zones à risque potentiel de pollution.		
2015	07			2015	07			investigations_environnementales	Dans le cadre de la cessation d'activité du site effective depuis juillet 2015, celui-ci a fait l'objet d'investigations environnementales en 2014 et 2015 afin d'évaluer la qualité des sols et des eaux souterraines au droit des principales zones à risque potentiel de pollution.		
2015	07	09		2015	07	09		la_cessation_d__activité_déposée	Dans le cadre de la cessation d'activité déposée par la société RLD le 9 juillet 2015, l'administration a demandé la mise en sécurité du site.		'la société RLD'
2015	07			2015	07			du_site_effective	Dans le cadre de la cessation d'activité du site effective depuis juillet 2015, celui-ci a fait l'objet d'investigations environnementales en 2014 et 2015 afin d'évaluer la qualité des sols et des eaux souterraines au droit des principales zones à risque potentiel de pollution.		
