Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2003	05	27		2003	05	27		effectué_un_diagnostic_de_pollution_remis	Elle a, auparavant, effectué un diagnostic de pollution remis le 27 mai 2003.		
2005	12	08		2005	12	08		a_été_exploité	Ce dispositif a été exploité depuis le 8 décembre 2005.		
				2006	04			a_été_réalisée	Phase 3 : une opération d'excavation, tri analytique et élimination de 1800tonnes de terres polluées aux hydrocarbures vers des filières agréées a été réalisée entre février et avril 2006.	'aux hydrocarbures'	
2004	2003			2004	2003			des_études_environnementales	Les zones résiduelles de pollution par des métaux et des hydrocarbures ont été mises en évidence lors des études environnementales de 2003/2004.	'métaux', 'hydrocarbures'	
2004	09	30		2004	09	30		s__est_portée_acquéreur	Par acte de vente du 30 septembre 2004, La commune de Vieux Thann s'est portée acquéreur du site et a pris en charge les travaux de requalification de la friche.		
2014				2014				la_campagne	Lors de la campagne de 2014, les eaux souterraines présentent des concentrations en arsenic (max 64 µg/l), et en chlorure de vinyle (max 4,51 µg/l).	'arsenic', 'chlorure de vinyle'	
				2006	06			__s__est_déroulée	Phase 4 :une opération d'excavation de 500 tonnes de boues et sédiments du canal usiner et élimination des déchets vers une filière agréée avec travaux de curage de la portion du canal sur l'emprise du chantier entre le bâtiment CLIPSO et la sortie du bâtiment HERTLEIN, s'est déroulée de mars à juin 2006.		'bâtiment CLIPSO', 'bâtiment HERTLEIN'
								des_3_campagnes	Phase 5 :les analyses d'eaux souterraines réalisées dans le cadre du suivi de la qualité des eaux souterraines pendant la durée du chantier ont montré lors des 3 campagnes (mars, avril et mai 2006) que l'objectif de dépollution de 275 µg/l (exprimée en indice hydrocarbures) avait été atteint.	'indice hydrocarbures'	
2005	11			2006	02			stockage_ont_été_réalisés	Phase 2 :la vidange, le nettoyage le dégazage et l'évacuation du fioul lourd de l'ancienne zone de stockage ont été réalisés entre novembre 2005 et février 2006, 200 tonnes ont été éliminées dans une filière agréée.	'du fioul lourd'	
2006	05			2006	05			des_3_campagnes	Phase 5 :les analyses d'eaux souterraines réalisées dans le cadre du suivi de la qualité des eaux souterraines pendant la durée du chantier ont montré lors des 3 campagnes (mars, avril et mai 2006) que l'objectif de dépollution de 275 µg/l (exprimée en indice hydrocarbures) avait été atteint.	'indice hydrocarbures'	
2004	09	30		2004	09	30		Par_acte_de_vente	Par acte de vente du 30 septembre 2004, La commune de Vieux Thann s'est portée acquéreur du site et a pris en charge les travaux de requalification de la friche.		
