Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2014	01	31		2014	01	31		a_cessé_son_activité	La société FOGA EUROPE a été rachetée en 2000 par la société INCOP et a cessé son activité le 31 janvier 2014.		'La société FOGA EUROPE', 'la société INCOP'
1956				1956				a_démarré	Le site accueille une activité de fonderie qui a démarré en 1956 et qui bénéficiait d'un récépissé de déclaration du 28 juin 166 et des arrêtés préfectoraux du 5 mars 1970 et 26 décembre 1972.		
1972	12	26		1972	12	26		une_activité_de_fonderie	Le site accueille une activité de fonderie qui a démarré en 1956 et qui bénéficiait d'un récépissé de déclaration du 28 juin 166 et des arrêtés préfectoraux du 5 mars 1970 et 26 décembre 1972.		
2015	04			2015	04			Le_diagnostic_de_pollution_des_sols	Le diagnostic de pollution des sols, d'avril 2015 et complété en décembre 2015, a mesuré une contamination par l’aluminium des terres sous la dalle de la fonderie.	'l’ aluminium'	
2015	12			2015	12			et_complété	Le diagnostic de pollution des sols, d'avril 2015 et complété en décembre 2015, a mesuré une contamination par l’aluminium des terres sous la dalle de la fonderie.	'l’ aluminium'	
2015	02	23		2015	02	23		a_été_produit	Le mémoire de cessation d’activité a été produit par la société FOGA EUROPE le 23 février 2015 et complété en décembre 2015.		'la société FOGA EUROPE'
2018	06	20		2018	06	20		a_été_pris	Suite aux compléments du mémoire de cessation d’activité reçus en décembre 2015, une demande de mise en place de servitudes d'utilité publique a été déposé en janvier 2016 et un arrêté préfectoral portant institutions de servitudes d'utilité publique a été pris le 20 juin 2018.		
1972	12	26		1972	12	26		accueille	Le site accueille une activité de fonderie qui a démarré en 1956 et qui bénéficiait d'un récépissé de déclaration du 28 juin 166 et des arrêtés préfectoraux du 5 mars 1970 et 26 décembre 1972.		
2000				2000				a_été_rachetée	La société FOGA EUROPE a été rachetée en 2000 par la société INCOP et a cessé son activité le 31 janvier 2014.		'La société FOGA EUROPE', 'la société INCOP'
2015	04	03		2015	04	03		de_la_visite	Le rapport de la visite du 3 avril 2015 indique :		
2015	12			2015	12			Le_diagnostic_de_pollution_des_sols	Le diagnostic de pollution des sols, d'avril 2015 et complété en décembre 2015, a mesuré une contamination par l’aluminium des terres sous la dalle de la fonderie.	'l’ aluminium'	
2015	12			2015	12			cessation_d__activité_reçus	Suite aux compléments du mémoire de cessation d’activité reçus en décembre 2015, une demande de mise en place de servitudes d'utilité publique a été déposé en janvier 2016 et un arrêté préfectoral portant institutions de servitudes d'utilité publique a été pris le 20 juin 2018.		
2015	12			2015	12			et_complété	Le mémoire de cessation d’activité a été produit par la société FOGA EUROPE le 23 février 2015 et complété en décembre 2015.		'la société FOGA EUROPE'
								de_déclaration	Le site accueille une activité de fonderie qui a démarré en 1956 et qui bénéficiait d'un récépissé de déclaration du 28 juin 166 et des arrêtés préfectoraux du 5 mars 1970 et 26 décembre 1972.		
2014	01	31		2014	01	31		a_été_rachetée	La société FOGA EUROPE a été rachetée en 2000 par la société INCOP et a cessé son activité le 31 janvier 2014.		'La société FOGA EUROPE', 'la société INCOP'
1997				1997				a_été_créée	En 1997, la société FOGA EUROPE a été créée et a racheté la fonderie de Gallardon suite au plan de cessation d'activité de celle-ci.		'la société FOGA EUROPE'
2015	12			2015	12			une_demande_de_mise_en_place_de_servitudes	Suite aux compléments du mémoire de cessation d’activité reçus en décembre 2015, une demande de mise en place de servitudes d'utilité publique a été déposé en janvier 2016 et un arrêté préfectoral portant institutions de servitudes d'utilité publique a été pris le 20 juin 2018.		
2015	12			2015	12			a_été_produit	Le mémoire de cessation d’activité a été produit par la société FOGA EUROPE le 23 février 2015 et complété en décembre 2015.		'la société FOGA EUROPE'
2016	01			2016	01			une_demande_de_mise_en_place_de_servitudes	Suite aux compléments du mémoire de cessation d’activité reçus en décembre 2015, une demande de mise en place de servitudes d'utilité publique a été déposé en janvier 2016 et un arrêté préfectoral portant institutions de servitudes d'utilité publique a été pris le 20 juin 2018.		
2015	09	03		2015	09	03		la_visite	Suite à la visite du 3 septembre 2015, l'inspection a mis en évidence que les les transformateurs aux PCB et les déchets ont été évacués.	'PCB', 'les déchets'	
