Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2003	06	23		2003	06	23		est_en_liquidation_judiciaire	Le propriétaire des terrains est aujourd’hui la société US 10 qui est en liquidation judiciaire depuis le 23 juin 2003.		'la société US 10'
2000				2000				cédés	Ces analyses ont révélé des concentrations très élevées (jusqu’à 15 000 mg/kg) au droit des anciens terrains de la fonderie cédés en 2000 et aménagés en logement, conduisant à la mise en œuvre de mesures de précaution immédiates (recouvrement de surfaces, terrassements et apports de terres saines et interdiction d’accès de certains zones découvertes).		
2000				2000				a_été_scindé_en	En 2000, le terrain a été scindé en 3 lots dont 2 qui étaient initialement occupés par l’habitation du gardien dans l’enceinte de l’usine et qui sont aujourd’hui à usage d’habitation.		
2003	05	19		2003	05	19		une_seconde_campagne_de_mesures	Afin de caractériser la teneur en plomb des végétaux cultivés autour du site, dont l'ingestion constitue une autre voie possible d’exposition, et dans le cadre de l’arrêté de travaux d’office du 19 mai 2003, une seconde campagne de mesures a été menée par l’ADEME le 13 juin 2003, à la demande du préfet et sur proposition de la DRIRE.	'plomb'	'la DRIRE'
2003	06	13		2003	06	13		une_seconde_campagne_de_mesures	Afin de caractériser la teneur en plomb des végétaux cultivés autour du site, dont l'ingestion constitue une autre voie possible d’exposition, et dans le cadre de l’arrêté de travaux d’office du 19 mai 2003, une seconde campagne de mesures a été menée par l’ADEME le 13 juin 2003, à la demande du préfet et sur proposition de la DRIRE.	'plomb'	'la DRIRE'
2003	09	12		2003	09	12		a_été_prononcée	La fonderie de plomb exploitée depuis 1951 sur la commune de Us a cessé ses activités en avril 2000 suite à la liquidation judiciaire du dernier exploitant, US AFFINAGE.  La clôture de la liquidation a été prononcée le 12 septembre 2003 pour insuffisance d'actifs.		'US AFFINAGE'
1951				2000				a_été_utilisé	Le site a été utilisé de 1951 à 2000 pour une activité de fusion et d'affinage de plomb de récupération.		
2000	04			2000	04			a_cessé_ses_activités	La fonderie de plomb exploitée depuis 1951 sur la commune de Us a cessé ses activités en avril 2000 suite à la liquidation judiciaire du dernier exploitant, US AFFINAGE.  La clôture de la liquidation a été prononcée le 12 septembre 2003 pour insuffisance d'actifs.		'US AFFINAGE'
								Des_prélèvements_et_analyse	Des prélèvements et analyse de sol en Pb, Cd, Zn et As ont ainsi été réalisés les 05 et 06 février 2003 à la fois sur le site de l’ancienne fonderie et dans un rayon de 500m autour de l’usine.	'Pb', 'Cd', 'Zn', 'As'	
2004	12	23		2004	12	23		a_fait_part	Par courrier du 23 décembre 2004, le ministère de l'écologie et du développement durable a fait part de son accord de principe pour qu'une partie de ces travaux soient réalisés par l'ADEME sur fonds publics.		
2005	07	13		2005	07	13		un_arrêté_de_travaux	Le Préfet du Val d'Oise a pris un arrêté de travaux d'office chargeant l'ADEME des travaux suivants en date du 13 juillet 2005 :		"Le Préfet du Val d' Oise"
2006				2006				Ces_travaux_ont_été_réalisés	Ces travaux ont été réalisés au cours du 1er semstre 2006 et sont à ce jour achevés.		
2003	02	06		2003	02	06		Des_prélèvements_et_analyse	Des prélèvements et analyse de sol en Pb, Cd, Zn et As ont ainsi été réalisés les 05 et 06 février 2003 à la fois sur le site de l’ancienne fonderie et dans un rayon de 500m autour de l’usine.	'Pb', 'Cd', 'Zn', 'As'	
2004	11			2004	11			Cette_étude_a_été_remise	Cette étude a été remise en novembre 2004.		
								Ces_travaux_ont_été_réalisés	Ces travaux ont été réalisés au cours du 1er semstre 2006 et sont à ce jour achevés.		
2003	07	22		2003	07	22		Cette_campagne_a_été_complétée	Cette campagne a été complétée le 22 juillet 2003.		
