Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
1996				1996				a_été_exploitée	La décharge de Vernon au Sud Ouest de la Ville a été exploitée des années 1950 à 1996.		'La décharge de Vernon'
1950				1950				a_été_exploitée	La décharge de Vernon au Sud Ouest de la Ville a été exploitée des années 1950 à 1996.		'La décharge de Vernon'
2002				2002				ont_été_détectées	En 2002, lors des investigations réalisées, des zones de productions de biogaz ont été détectées sur environ la moitié de la décharge.		
								la_remise	Un arrêté préfectoral de mise en demeure a été pris par M. le préfet de l'Eure le 7/9/2007,imposant la remise de l'étude dans un délai de 6 mois et la réalisation des travaux de réhabilitation dans un délai de 12 mois avec communication à l'inspection d'un bilan des travaux et remise à Mme la Préfète d'un dossier définissant les servitudes d'utilité publique à instituer sur le site.		"le préfet de l' Eure", 'la Préfète'
1995				1995				est_interdit	Depuis 1995, suite à un arrêté préfectoral, tout apport dans la décharge de déchets et résidus urbains, ainsi que de déchets assimilés aux déchets industriels est interdit.		
2002				2002				une_étude	En 2002, la Ville de Vernon a confié à la société TAUW Environnement une étude permettant de déterminer des objectifs de réhabilitation eu égard aux atteintes possibles de la décharge sur son environnement.		'Vernon', 'la société TAUW'
2002				2002				des_investigations_réalisées	Les résultats des investigations réalisées en 2002 indiquaient que si l'aménagement de la décharge en amont du talus n'entraînait pas de charges supplémentaires sur les terrains en place, le talus pouvait être considéré comme stable.		
2006	11	15		2006	11	15		a_été_pris	Sur proposition de l'inspection des installations classées et après avis du CDH de l'Eure, un arrêté préfectoral a été pris par M. le préfet de l'Eure le 15/11/2006 demandant à la ville de Vernon de réaliser les études permettant de déterminer les actions complémentaires à mener pour réhabiliter la décharge et lui demandant de déposer un dossier d'instauration de servitudes d'utilité publique.		'le préfet'
								la_réalisation_des_travaux_de_réhabilitation	Un arrêté préfectoral de mise en demeure a été pris par M. le préfet de l'Eure le 7/9/2007,imposant la remise de l'étude dans un délai de 6 mois et la réalisation des travaux de réhabilitation dans un délai de 12 mois avec communication à l'inspection d'un bilan des travaux et remise à Mme la Préfète d'un dossier définissant les servitudes d'utilité publique à instituer sur le site.		"le préfet de l' Eure", 'la Préfète'
2009	11			2009	11			la_remise_des_compléments_d__étude_demandés	Puis, l'arrêté préfectoral de déconsignation du 6 janvier 2010 modifié le 1er février 2010 a restitué cette somme à la commune de Vernon suite à la remise des compléments d'étude demandés en novembre 2009.		
2007	09	07		2007	09	07		la_remise	Un arrêté préfectoral de mise en demeure a été pris par M. le préfet de l'Eure le 7/9/2007,imposant la remise de l'étude dans un délai de 6 mois et la réalisation des travaux de réhabilitation dans un délai de 12 mois avec communication à l'inspection d'un bilan des travaux et remise à Mme la Préfète d'un dossier définissant les servitudes d'utilité publique à instituer sur le site.		"le préfet de l' Eure", 'la Préfète'
1999				1999				est_fermée	Actuellement et depuis 1999, la décharge est fermée.		
2013	04	09		2013	04	09		a_été_remis	Un rapport de fin de travaux a été remis à l'inspection des installations classées le 9 avril 2013.		
2009	11			2009	11			réalisée	Un programme de suivi trentenaire sera prochainement imposé par arrêté préfectoral complémentaire, une fois transmis les éléments d'actualisation nécessaires à l'étude réalisée en novembre 2009 par la société TAUW.		'société TAUW'
2011	11			2011	11			Les_travaux_de_réhabilitation	Les travaux de réhabilitation ont été finalement réalisés par la société GUINTOLI, sous maîtrise d’œuvre SAFEGE, de novembre 2011 à septembre 2012.		'la société GUINTOLI', 'SAFEGE'
2010	01	06		2010	01	06		l__arrêté_préfectoral_de_déconsignation	Puis, l'arrêté préfectoral de déconsignation du 6 janvier 2010 modifié le 1er février 2010 a restitué cette somme à la commune de Vernon suite à la remise des compléments d'étude demandés en novembre 2009.		
