Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2009				2009				exploite	La communauté d'agglomération Chalon Val de Bourgogne exploite depuis 2009 une déchèterie implantée sur un terrain dont elle est propriétaire en bordure du canal de Centre, au nord-est de la zone urbaine de Chalon-sur-Saône.		
2012	11	15		2012	11	15		la_cessation_totale	Par courrier du 15 novembre 2012, la société ONYX EST a déclaré la cessation totale de son activité de transit de déchets sur ce site à compter du 1er décembre 2012.		'la société ONYX EST'
1993	05	11		1993	05	11		une_refonte	Les modalités d'exploitation du site ont fait l'objet d'une refonte en conséquence, au sein d'un nouvel arrêté préfectoral modificatif en date du 11 mai 1993.		
2012	12	1		2012	12	1		la_cessation_totale	Par courrier du 15 novembre 2012, la société ONYX EST a déclaré la cessation totale de son activité de transit de déchets sur ce site à compter du 1er décembre 2012.		'la société ONYX EST'
1994	10	20		1994	10	20		l__autorisation_d__exploiter	Le 20 octobre 1994, l'autorisation d'exploiter ces installations a été transférée à la société NOVAME-ONYX.		'la société NOVAME - ONYX'
2010				2012				l__activité	Entre 2010 et 2012, l'activité de la station de transit d'ONYX EST a perduré sur le site, tandis qu'études et opérations de réaménagement s'y déroulaient sous la maîtrise d'ouvrage de la communauté d'agglomération.	'la station de transit'	"d' ONYX EST"
2009	04	23		2009	04	23		a_été_mise_en_demeure_de_régulariser	Par arrêté préfectoral du 23 avril 2009, la société ONYX EST a été mise en demeure de régulariser sa situation administrative pour ce qui est de la station de transit ; le transfert de l'autorisation d'exploiter a été acté par récépissé le 30 octobre 2009.	'transit'	'la société ONYX EST'
2012	08	29		2012	08	29		a_été_transmis	Un dossier de déclaration dans le cadre de la loi sur l'eau a été transmis aux services de l'état le 29 août 2012 avec délivrance de récépissé le 13 septembre 2012.		
2012	12	06		2012	12	06		Cette_déclaration	Cette déclaration a été actée par récépissé de la préfecture le 6 décembre 2012.		
2009	12	31		2009	12	31		le_bail_arrivait_à_échéance	Dans le cadre de cette régularisation, par courrier du 2 juin 2009, le "Grand Chalon" avait signalé aux services de l'Etat son projet de réorganisation de la déchèterie, avec notamment son extension à la totalité du site au détriment de la surface alors louée à ONYX EST, dont le bail arrivait à échéance le 31 décembre 2009.		'ONYX EST'
2009	10	30		2009	10	30		le_transfert	Par arrêté préfectoral du 23 avril 2009, la société ONYX EST a été mise en demeure de régulariser sa situation administrative pour ce qui est de la station de transit ; le transfert de l'autorisation d'exploiter a été acté par récépissé le 30 octobre 2009.	'transit'	'la société ONYX EST'
2012	05	09		2012	05	09		a_été_transmis	Le 9 mai 2012, dans le cadre du projet de réaménagement du site par la communauté d'agglomération Chalon Val de Bourgogne, un rapport de synthèse a été transmis aux services de l'Etat.		
1995	12	20		1995	12	20		a_sollicité_une_modification	Celle-ci, souhaitant mettre en place une unité de banalisation de déchets hospitaliers à risques, a sollicité une modification de l'autorisation d'exploitation par courrier adressé en Préfecture le 20 décembre 1995.		
2012				2012				fait_l__objet	Le site a fait l'objet depuis 2012 d'un réaménagement, à l'initiative de cette communauté d'agglomération ("Grand Chalon").		
2013	03	28		2013	03	28		nouveau_dossier_de_déclaration_transmis	Un nouveau dossier de déclaration transmis le 28 mars 2013 faisait état de mesures de réhabilitation de la déchèterie planifiées pour l'année 2013, avec notamment des travaux de nivellement du site, et une réduction d'environ un tiers de la surface imperméabilisée au profit de surfaces engazonnées.		
2012	11	21		2012	11	21		a_été_transmis	Un compte-rendu des opérations de réhabilitation du site a été transmis aux services de l'Etat le 21 novembre 2012.		
2013				2013				pour_l_	Un nouveau dossier de déclaration transmis le 28 mars 2013 faisait état de mesures de réhabilitation de la déchèterie planifiées pour l'année 2013, avec notamment des travaux de nivellement du site, et une réduction d'environ un tiers de la surface imperméabilisée au profit de surfaces engazonnées.		
2013				2013				de_mesures_de_réhabilitation	Un nouveau dossier de déclaration transmis le 28 mars 2013 faisait état de mesures de réhabilitation de la déchèterie planifiées pour l'année 2013, avec notamment des travaux de nivellement du site, et une réduction d'environ un tiers de la surface imperméabilisée au profit de surfaces engazonnées.		
1992	11			1992	11			la_création_d__une_déchèterie	En novembre 1992, l'exploitant TRANSDECHETS a déclaré aux services de l'Etat la création d'une déchèterie attenante à la station de transit déjà existante.		"l' exploitant TRANSDECHETS"
