Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
1942				1942				partir_de	A partir de 1942-1943 et jusqu'en 1950 : la parcelle où est implantée l’église aurait été exploitée par la Coopérative Pharmaceutique Française de Melun (ancien nom de Cooper) pour notamment le dépôt de liquides inflammables (éther sulfurique, collodion, benzine, sulfure de carbone).	'liquides inflammables', 'éther sulfurique', 'collodion', 'benzine', 'sulfure', 'carbone'	'la Coopérative Pharmaceutique', 'Française de Melun', 'Cooper'
1943				1943				partir_de	A partir de 1942-1943 et jusqu'en 1950 : la parcelle où est implantée l’église aurait été exploitée par la Coopérative Pharmaceutique Française de Melun (ancien nom de Cooper) pour notamment le dépôt de liquides inflammables (éther sulfurique, collodion, benzine, sulfure de carbone).	'liquides inflammables', 'éther sulfurique', 'collodion', 'benzine', 'sulfure', 'carbone'	'la Coopérative Pharmaceutique', 'Française de Melun', 'Cooper'
1985				1987				a_été_aménagé	Le square a été aménagé entre 1985 et 1987.		
2013	11			2013	11			des_diagnostics_réalisés	Dans le cadre du projet du projet de réaménagement du square Gustave Roch, des diagnostics réalisés en octobre et novembre 2013 puis en mars 2014 au droit du square et au nord-ouest de celui-ci, ont mis en évidence une pollution aux solvants chlorés (tétrachloroéthylène et trichloréthylène) dans les sols et les gaz de sol.	'solvants chlorés', 'tétrachloroéthylène', 'trichloréthylène'	
								des_diagnostics_réalisés	Dans le cadre du projet du projet de réaménagement du square Gustave Roch, des diagnostics réalisés en octobre et novembre 2013 puis en mars 2014 au droit du square et au nord-ouest de celui-ci, ont mis en évidence une pollution aux solvants chlorés (tétrachloroéthylène et trichloréthylène) dans les sols et les gaz de sol.	'solvants chlorés', 'tétrachloroéthylène', 'trichloréthylène'	
1942				1942				A	A partir de 1942-1943 et jusqu'en 1950 : la parcelle où est implantée l’église aurait été exploitée par la Coopérative Pharmaceutique Française de Melun (ancien nom de Cooper) pour notamment le dépôt de liquides inflammables (éther sulfurique, collodion, benzine, sulfure de carbone).	'liquides inflammables', 'éther sulfurique', 'collodion', 'benzine', 'sulfure', 'carbone'	'la Coopérative Pharmaceutique', 'Française de Melun', 'Cooper'
2014	05			2014	05			Ce_diagnostic_approfondi	Ce diagnostic approfondi réalisé en mai 2014  portait sur les sols, les gaz du sol et les eaux souterraines au droit du square et des parcelles avoisinantes (groupe scolaire, crèche et église Sainte-Madeleine).		
2014	05			2014	05			La_campagne_de	La campagne de mai 2014 a notamment mis en évidence une pollution diffuse aux solvants chlorés dans les sols, gaz du sol et eaux souterraines au droit du site Gustave Roch élargi.	'chlorés'	
2014				2014				dès_l_	- réalisation de travaux importants sur le chauffage de la maternelle (dès l'été 2014).		
								de_mettre_en_place_un_plan_de_surveillance	- de mettre en place un plan de surveillance de la qualité de l’air intérieur des salles de classes du groupe scolaire pendant une durée de 4 ans comprenant 2 campagnes de mesures annuelles du TCE (en et hors période de chauffe),		
2014				2014				réalisation_de_travaux_importants	- réalisation de travaux importants sur le chauffage de la maternelle (dès l'été 2014).		
1957				1957				a_débuté	La construction des bâtiments correspondant au groupe scolaire a débuté en 1957.		
1900				1900				s__est_implanté	En 1900 l’Établissement Ridel et Lanfrancki s'est implanté sur le site pour la fabrication d’acide sulfurique et de superphosphates minéraux et le dépôt d’engrais.	'acide sulfurique', 'superphosphates minéraux'	
1943				1943				A	A partir de 1942-1943 et jusqu'en 1950 : la parcelle où est implantée l’église aurait été exploitée par la Coopérative Pharmaceutique Française de Melun (ancien nom de Cooper) pour notamment le dépôt de liquides inflammables (éther sulfurique, collodion, benzine, sulfure de carbone).	'liquides inflammables', 'éther sulfurique', 'collodion', 'benzine', 'sulfure', 'carbone'	'la Coopérative Pharmaceutique', 'Française de Melun', 'Cooper'
1912				1912				a_pris_place	En 1912, la Scierie mécanique et Atelier de construction métallique de l’ouest (Etablissement LESCOP et Cie) a pris place sur le site.		'la Scierie mécanique'
1869				1869				était_implantée	En 1869, une raffinerie de sucre Etienne & Say était implantée sur le site.	'sucre'	'Etienne & Say'
1937				1975				a_été_exploité	Entre 1937 et 1975, l’est du site (une partie du groupe scolaire, le square Gustave Roch et la parcelle de la crèche) a été exploité par les société Montfort et Cie pour le stockage de produits chimique divers.		'les société Montfort'
