Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
1994				1994				a_été_complètement_réhabilité	Actuellement sur les quatre tènements qui constituaient les anciens établissements DERVAUX, le tènement de mécanique générale (DERVAUX) a été complètement réhabilité en 1994 sans fourniture d'étude de sols par la construction d'un lotissement de 15 maisons.		'DERVAUX', 'DERVAUX'
2013	03	21		2013	03	21		a_porté_à_connaissance	Par courrier du 21 mars 2013, la DDPP a porté à connaissance du maire du Chambon Feugerolles les éléments  techniques  de la convention de restrictions du 20 juillet 2012 à prendre en compte dans les décisions régissant l'occupation foncière des anciens tènements exploités par les sociétés SNAAM et SICAME.		'la DDPP', 'par les sociétés SNAAM et SICAME'
2002	01			2002	01			a_transféré	Dès janvier 2002, elle a transféré toutes ses activités sur la ZI du Bec auprès des sociétés DERVAUX et GALVADER.		'des sociétés DERVAUX', 'GALVADER'
1983				1983				a_été_rachetée	La société DERVAUX a été rachetée en 1983 par le groupe Société Industrielle de Construction d'Appareils et de Matériel Electrique (SICAME) dont le siège social se trouve à ARNAC POMPADOUR (19230).		'La société DERVAUX', "le groupe Société Industrielle de Construction d' Appareils et de Matériel Electrique", 'SICAME', 'POMPADOUR ( 19230'
2005				2005				a_été_réhabilité	Pour rappel, une partie du site a été réhabilité en parking fin 2005 et fin 2003 un lotissement de 15 maisons appelé "les jardins du Colombier" a été construit.		
2007	04	16		2007	04	16		les_prescriptions_suivantes_ont_été_imposées	Par arrêté préfectoral du 16 avril 2007, les prescriptions suivantes ont été imposées à la société SICAME:		'la société SICAME'
2008	02	1		2008	02	1		a_transmis	La société d'équipement du département de la Loire a transmis le 1er février 2008 un dossier de fin d'activité, de servitudes et de suivi des eaux souterraines.		'La société', 'la Loire'
1996				1996				se_transforma_en	En 1996, la société se transforma en un groupe industriel, chaque atelier devenant une filiale du groupe SICAME :		'groupe SICAME'
2002				2002				il_n__y___donc_plus	Depuis 2002, il n'y  donc plus d'activité industrielle sur le site du Colombier.		
2003	02			2003	02			un_examen	L'EDR relative aux entrepôts Dervaux a fait l'objet d'un examen de la DRIRE en février 2003 qui a mis en évidence la nécessité :		'la DRIRE'
2010				2010				superficielles_réalisés_au_cours	Après l'examen des rapports  de  surveillance  de la qualité des eaux souterraines et superficielles réalisés au cours de l'année 2010 et au regard des hypothèses retenues dans l'Évaluation Détaillée des Risques pour la réhabilitation réalisée, l'inspection, dans son rapport du 21 janvier 2011, a demandé à la mairie du Chambon-Feugerolles, propriétaire du terrain, de :		
2012	05	31		2012	05	31		a_été_signé	L'arrêté préfectoral permettant l'institution de servitudes d'utilité publique a été signé le 31 mai 2012.		
1995				1995				ont_acquis	Dans le cadre de l'action de réaménagement des sites industriels vétustes qu'il mène avec la région Rhône-Alpes, la société d'Équipement Mixte du Département de la Loire (SEDL) puis l'EPORA (établissement public foncier de l'Ouest Rhône-Alpes) ont acquis en 1995 les tènements occupés en centre ville par le groupe SICAME.		'la région Rhône - Alpes', "la société d'", 'la Loire', "l' EPORA", 'Rhône - Alpes', 'groupe SICAME'
2001	12	28		2001	12	28		a_fourni	La société FONDER a fourni un dossier de cessation d'activité le 28 décembre 2001.		'La société FONDER'
2005	08			2005	08			transmise	Suite aux résultats de la tierce expertise par l'INERIS transmise en août 2005, il est proposé par rapport du 14/10/2005 un projet de prescriptions complémentaires imposant la surveillance des eaux souterraines, la dépollution des eaux souterraines, la définition des servitudes d'utilité publique et des mesures de plomb dans l'environnement (rayon 500 m).		'INERIS'
1993				1993				a_commencé_à_transférer	En 1993, la société SICAME a commencé à transférer ses activités de mécanique générale et de galvanisation à chaud vers la ZI du BEC.		'la société SICAME'
