Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2008	12	31		2008	12	31		a_déclaré	Par courrier du 15 janvier 2008, la société Saint Jean Composants Moteurs (groupe TRW) a déclaré au Préfet du Loiret que la cessation définitive de ses activités interviendrait au 31 décembre 2008 et a précisé que l’usage futur du site serait un usage industriel.		'la société Saint Jean Composants Moteurs', 'groupe TRW'
1946				1946				était_exploité	Initialement, le site était exploité par la société RENAULT depuis 1946.		'la société RENAULT'
1997	06			1997	06			a_repris	En juin 1997, la société Saint Jean Composants Moteurs (groupe TRW) a repris et poursuivi les activités précédemment exercées par la société RENAULT, en tant que locataire du site.		'la société Saint Jean Composants Moteurs', 'groupe TRW', 'la société RENAULT'
2007				2007				a_été_transférée	En 2007, une partie de la production du site de Saint Jean de la Ruelle a été transférée sur un autre site de la société implanté sur la commune d’Orléans La Source.		'Saint Jean de la Ruelle'
1997	09	30		1997	09	30		le_changement	Par arrêté du 30 septembre 1997, le Préfet du Loiret a acté le changement d’exploitant et a autorisé la société Saint Jean Composants Moteurs à poursuivre l’exploitation du site.		'le Préfet', 'la société Saint Jean Composants Moteurs'
1999	08	18		1999	08	18		Une_pollution_accidentelle_due	Une pollution accidentelle,(due a une ouverture intempestive d'une vanne de purge, à l'absence d'obturateur sur le réseau d'eaux pluviales et à un violent orage ) est survenue le 18 août 1999 et a entrainé un déversement de 3 tonnes de fuel (sur les 24 tonnes contenu dans le réservoir) dans la Loire.	'fuel'	
2008	12	31		2008	12	31		la_cessation_définitive_de_ses_activités	Par courrier du 15 janvier 2008, la société Saint Jean Composants Moteurs (groupe TRW) a déclaré au Préfet du Loiret que la cessation définitive de ses activités interviendrait au 31 décembre 2008 et a précisé que l’usage futur du site serait un usage industriel.		'la société Saint Jean Composants Moteurs', 'groupe TRW'
2008	01	15		2008	01	15		a_déclaré	Par courrier du 15 janvier 2008, la société Saint Jean Composants Moteurs (groupe TRW) a déclaré au Préfet du Loiret que la cessation définitive de ses activités interviendrait au 31 décembre 2008 et a précisé que l’usage futur du site serait un usage industriel.		'la société Saint Jean Composants Moteurs', 'groupe TRW'
1987	06	16		1987	06	16		étaient_réglementées	Ses activités étaient réglementées notamment par les arrêtés préfectoraux des 24 août 1946, 13 octobre 1970 et 16 juin 1987.		
2012	12	06		2012	12	06		ont_été_promulgués	Un arrêté préfectoral complémentaire imposant le contrôle de la qualité des eaux souterraines et un arrêté préfectoral instituant des servitudes d’utilité publique ont été promulgués par le préfet du Loiret respectivement le 6 décembre 2012 et le 6 mai 2013.		'le préfet'
