Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2010				2014				ont_été_mises_en_œuvre	Les seuils de dépollution prescrits par l'arrêté du 21 juillet 2005 n'étant pas atteints, de nouvelles opérations de traitement des eaux souterraines ont été mises en œuvre de 2010 à 2014 (confinement hydraulique et traitement des eaux sur séparateur/débourbeur et filtres à charbon actif).	'charbon actif'	
2004	01			2004	01			Un_diagnostic_de_pollution_des_sols_réalisé	Un diagnostic de pollution des sols réalisé en janvier 2004  a mis en évidence une pollution résiduelle des sols par les xylènes et les hydrocarbures ainsi qu'une pollution de la nappe superficielle par de l'essence (phase flottante de plusieurs dizaines de cm).	'par les xylènes', 'les hydrocarbures', "l' essence"	
				2008				a_été_mis_en_place	Un traitement des eaux souterraines a été mis en place jusqu'en 2008, suivi d'une phase de surveillance jusqu'en 2010.		
				2004	12			des_premières_mesures	L'exploitant a mis en œuvre des premières mesures de gestion de la pollution entre septembre et décembre 2004 :		
2004	04	1		2004	04	1		la_cessation_d__activité	La société TOTAL, ayant repris l’exploitation de la station, a déclaré la cessation d’activité des installations le 2 octobre 2003 (déclaration complétée le 1er avril 2004).		'La société TOTAL'
				2004	01	30		Les_opérations_de_démantèlement	Les opérations de démantèlement des cuves, volucompteurs et canalisations ont été réalisées du 26 au 30 janvier 2004 par une société spécialisée.		
2018	03	06		2018	03	06		son_rapport	Compte tenu de ces éléments, l'Inspection des installations classées a acté par son rapport du 6 mars 2018 la fin de la procédure de cessation d'activité de l'ancien site ELF/TOTAL.		'ELF / TOTAL'
2004	04	1		2004	04	1		déclaration_complétée	La société TOTAL, ayant repris l’exploitation de la station, a déclaré la cessation d’activité des installations le 2 octobre 2003 (déclaration complétée le 1er avril 2004).		'La société TOTAL'
2015	01	26		2015	01	26		un_rapport	Le 26 janvier 2015, la société TOTAL a transmis à l'Inspection des installations classées un rapport faisant état des résultats de la 15e campagne d’analyses de la qualité des eaux souterraines sur et hors site et de l’air ambiant dans l’habitation d’un voisin.		'la société TOTAL'
				2010				a_été_mis_en_place	Un traitement des eaux souterraines a été mis en place jusqu'en 2008, suivi d'une phase de surveillance jusqu'en 2010.		
2003	10	02		2003	10	02		la_cessation_d__activité	La société TOTAL, ayant repris l’exploitation de la station, a déclaré la cessation d’activité des installations le 2 octobre 2003 (déclaration complétée le 1er avril 2004).		'La société TOTAL'
