Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2016	11	22		2016	11	22		a_donné_un_ultime_délai	Par arrêté préfectoral en date du 22 novembre 2016, le préfet a donné un ultime délai de 24 semaines afin de procéder ou faire procéder à l'évacuation les liquides contenues dans les cuves enterrées de liquides ayant appartenu à la société CACI vers des installations dûment autorisées.	'de liquides'	'le préfet', 'la société CACI'
2004	03			2004	03			3_campagnes_de_sondages	3 campagnes de sondages ont été réalisées (mars 2004, complétée en février 2006 et une en février 2011 de 11 sondages).		
2017	04			2017	04			d__inspection_de_21	En raison de la non-constitution des garanties financières et du non-respect de certains points de la mise en demeure de l'arrêté préfectoral du 07 avril 2017, un arrêté préfectoral de suspension des activités de traitement de surface a été signé le 31 mai 2017 suite à la visite d'inspection de 21 avril 2017.		
1992				1992				a_été_aménagée	L'usine a été aménagée en 1992 au droit d'anciennes terres agricoles dans la zone industrielle Nord de Meaux.		
2017	04	07		2017	04	07		a_été_pris	Suite à une inspection du 24 février 2017 constatant 46 non conformités notables, un nouvel arrêté préfectoral de mise en demeure a été pris le 07 avril 2017 à l'encontre de l'exploitant, en particulier en ce qui concerne :		
2010	07	26		2010	07	26		a_été_mise_en_liquidation_judiciaire	Elle a été mise en liquidation judiciaire par le Tribunal de Commerce de Meaux le 26 juillet 2010.		'le Tribunal de Commerce de Meaux'
2012	06	29		2012	06	29		modifié	L'arrêté préfectoral d'autorisation daté du 29 juin 2012 modifié du locataire actuel (WIPELEC - exploitant d'une activité de traitement de surface) prévoit:		'WIPELEC'
2004	03			2004	03			une	3 campagnes de sondages ont été réalisées (mars 2004, complétée en février 2006 et une en février 2011 de 11 sondages).		
2011	02			2011	02			une	3 campagnes de sondages ont été réalisées (mars 2004, complétée en février 2006 et une en février 2011 de 11 sondages).		
2017	05	31		2017	05	31		a_été_signé	En raison de la non-constitution des garanties financières et du non-respect de certains points de la mise en demeure de l'arrêté préfectoral du 07 avril 2017, un arrêté préfectoral de suspension des activités de traitement de surface a été signé le 31 mai 2017 suite à la visite d'inspection de 21 avril 2017.		
2017	04	07		2017	04	07		a_été_signé	En raison de la non-constitution des garanties financières et du non-respect de certains points de la mise en demeure de l'arrêté préfectoral du 07 avril 2017, un arrêté préfectoral de suspension des activités de traitement de surface a été signé le 31 mai 2017 suite à la visite d'inspection de 21 avril 2017.		
2017	02	24		2017	02	24		une_inspection	Suite à une inspection du 24 février 2017 constatant 46 non conformités notables, un nouvel arrêté préfectoral de mise en demeure a été pris le 07 avril 2017 à l'encontre de l'exploitant, en particulier en ce qui concerne :		
2017	04			2017	04			a_été_signé	En raison de la non-constitution des garanties financières et du non-respect de certains points de la mise en demeure de l'arrêté préfectoral du 07 avril 2017, un arrêté préfectoral de suspension des activités de traitement de surface a été signé le 31 mai 2017 suite à la visite d'inspection de 21 avril 2017.		
2006	05	16		2006	05	16		était_autorisée_à_exploiter	La Société CACI était autorisée à exploiter ses installations par arrêtés préfectoraux du 12 janvier 2004 et du 16 mai 2006.		'La Société CACI'
1992				1992				s__est_établie	Fondée en 1932, la Société Compagnie d’Applications Chimiques à l’Industrie (CACI) s’est établie dans la zone industrielle de Meaux en 1992.		'la Société Compagnie d’ Applications Chimiques', 'CACI'
1992				1992				s__y_est_développée	Les analyses réalisées sur les paramètres hydrocarbures, métaux lourds, COHV et CAV, révèlent que le site reste dans son ensemble relativement peu impacté par l'activité qui s'y est développée depuis 1992.	'hydrocarbures', 'métaux lourds', 'COHV', 'CAV'	
1932				1932				s__est_établie	Fondée en 1932, la Société Compagnie d’Applications Chimiques à l’Industrie (CACI) s’est établie dans la zone industrielle de Meaux en 1992.		'la Société Compagnie d’ Applications Chimiques', 'CACI'
