Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
				2018	06			un_système_de_traitement_in___situ	Puis, à partir de mars 2014 jusqu'en juin 2018, un système de traitement in-situ par extraction multi-phase a été mis en place sur la partie Est du site.  Par ailleurs, environ 3740 tonnes d'hydrocarbures pâteux ont été excavés en 2012 et évacuées vers des filières de traitement autorisées (SITA Bellegarde).	"d' hydrocarbures pâteux"	'( SITA Bellegarde'
2004	09	30		2004	09	30		les_travaux_ont_été_arrêtés	Le 30 septembre 2004 les travaux ont été arrêtés et les terres excavées bâchées.		
1882				1882				sont_acquis	Les premiers terrains sont acquis en 1882 et la construction de la raffinerie de pétrole autorisée en juin 1883.		
1994				1994				la_cessation_d__activité	La présente fiche "BASOL" ne porte que sur les terrains liés à la cessation d'activité de Raffinerie du Midi en 1994.		
2002	10	31		2002	10	31		pris	Depuis la cessation définitive d'activité du dépôt, déclarée en 1993, plusieurs études ont été menées pour le compte de Raffinerie du Midi (diagnostic du sous-sol, étude historique, diagnostic approfondi, évaluation détaillée des risques : EDR), dont certaines en application d'un arrêté préfectoral pris le 31/10/2002.		'Raffinerie du Midi'
2008	07	10		2008	07	10		pris	Un nouvel arrêté préfectoral pris le 10/07/2008 a donc repoussé le début des travaux fin novembre 2008.		
1970				1970				cédées	Les parcelles situées à l'Ouest et au Sud, cédées dans les années 1970 et 1980, sont aujourd’hui occupées par une zone artisanale; des habitations sont également présentes en partie ouest.		
2004				2004				Des_travaux_de_réhabilitation	Des travaux de réhabilitation, menés pour le compte de Raffinerie du Midi, sont en cours depuis 2004.		'Raffinerie du Midi'
2008	11			2008	11			le_début_des_travaux	Un nouvel arrêté préfectoral pris le 10/07/2008 a donc repoussé le début des travaux fin novembre 2008.		
1980				1980				cédées	Les parcelles situées à l'Ouest et au Sud, cédées dans les années 1970 et 1980, sont aujourd’hui occupées par une zone artisanale; des habitations sont également présentes en partie ouest.		
1985				1985				a_été_vendue	Cette partie a été progressivement abandonnée à partir de la fin des années 1950 et a été vendue à la mairie de Balaruc-les-Bains en 1985.		
2010	01			2010	01			La_reprise_de_celle_ci_a_été_fixée_à	La reprise de celle-ci a été fixée à début janvier 2010.		
2009	12	31		2009	12	31		ont_conduit_à_repousser_de_nouveau	Les retards pris ont conduit à repousser de nouveau les délais de la seconde phase des travaux (arrêté préfectoral du 31 décembre 2009).		
1883	06			1883	06			sont_acquis	Les premiers terrains sont acquis en 1882 et la construction de la raffinerie de pétrole autorisée en juin 1883.		
								à_sa_vente	Au regard des photographies aériennes, la dernière concession acquise (partie Ouest) n'a jamais été occupée par des installations jusqu’à sa vente à la fin des années 1970.		
2004	08			2004	08			Les_travaux_ont_débuté	Les travaux ont débuté fin août 2004.		
2007				2007				Les_travaux_de_changement_des_canalisations	Les travaux de changement des canalisations (matériau imperméable aux hydrocarbures)ont été terminés en 2007.	'hydrocarbures)ont'	
1993	11	19		1993	11	19		La_cessation_définitive_d__activité	La cessation définitive d'activité du dépôt d'hydrocarbures a, quant-à-elle, eu lieu le 19 novembre 1993.	"d' hydrocarbures"	
1983	09	09		1983	09	09		actées_par	Ces modifications ont été actées par récépissé préfectoral en date du 09 septembre 1983 (n° 83-62).		
2004	09			2004	09			ont_été_adressées	Fin septembre 2004 de nombreuses plaintes concernant les odeurs d'hydrocarbures issues des travaux ont été adressées aux administrations et les résidents de la zone artisanale jouxtant le terrain de la raffinerie se sont plaints d'odeurs d'hydrocarbures provenant de la canalisation d'eau potable.	"les odeurs d' hydrocarbures", 'hydrocarbures'	
2007	03			2007	03			ont_été_détectés	En mars 2007, des hydrocarbures ont été détectés dans le port SUTTEL résultant de l'écoulement d’hydrocarbures provenant du site vers une tranchée en cours de réalisation en bordure immédiate de l'emprise des terrains de la raffinerie du midi.	'hydrocarbures', 'hydrocarbures'	'SUTTEL'
2010	07			2010	07			a_démarré	La 2ᵉ phase du chantier a démarré en juillet 2010 et se poursuit toujours.		
2008	11			2008	11			La_1ère_phase_des_travaux	La 1ère phase des travaux a repris en novembre 2008 (excavation des terres les plus polluées). 1858 tonnes de terres ont été excavées.		
								le_stockage_et_le_conditionnement_de_produits_finis	A la fin de la 1ère guerre mondiale, tout en conservant ses installations de raffinage, l'activité se tourne essentiellement vers le stockage et le conditionnement de produits finis.		
1993				1993				la_cessation_définitive_d__activité	Depuis la cessation définitive d'activité du dépôt, déclarée en 1993, plusieurs études ont été menées pour le compte de Raffinerie du Midi (diagnostic du sous-sol, étude historique, diagnostic approfondi, évaluation détaillée des risques : EDR), dont certaines en application d'un arrêté préfectoral pris le 31/10/2002.		'Raffinerie du Midi'
1980				1980				sont_aujourd_hui_occupées	Les parcelles situées à l'Ouest et au Sud, cédées dans les années 1970 et 1980, sont aujourd’hui occupées par une zone artisanale; des habitations sont également présentes en partie ouest.		
1970				1970				sont_aujourd_hui_occupées	Les parcelles situées à l'Ouest et au Sud, cédées dans les années 1970 et 1980, sont aujourd’hui occupées par une zone artisanale; des habitations sont également présentes en partie ouest.		
2018	06			2018	06			a_été_mis_en_place	Depuis juin 2018, un dispositif de pompage-écrémage a été mis en place.		
2008	11			2008	11			__excavation	La 1ère phase des travaux a repris en novembre 2008 (excavation des terres les plus polluées). 1858 tonnes de terres ont été excavées.		
								du_chantier	Depuis le démarrage de la 2ème phase du chantier, des contrôles réguliers sont effectués par l'inspection des installations classées de la DREAL.		'la DREAL'
2008	01	14		2008	01	14		Le_redémarrage_des_travaux_de_dépollution	Le redémarrage des travaux de dépollution a été prescrit par arrêté préfectoral du 14/01/2008.		
								sont_effectués	Depuis le démarrage de la 2ème phase du chantier, des contrôles réguliers sont effectués par l'inspection des installations classées de la DREAL.		'la DREAL'
1894				1933				sont_obtenues	Plusieurs concessions de remblaiement de terrains gagnés sur l'étang de Thau sont obtenues entre 1894 et 1933.		
2012				2012				ont_été_excavés	Puis, à partir de mars 2014 jusqu'en juin 2018, un système de traitement in-situ par extraction multi-phase a été mis en place sur la partie Est du site.  Par ailleurs, environ 3740 tonnes d'hydrocarbures pâteux ont été excavés en 2012 et évacuées vers des filières de traitement autorisées (SITA Bellegarde).	"d' hydrocarbures pâteux"	'( SITA Bellegarde'
1994				1994				Le_démantèlement_des_installations	Le démantèlement des installations (réservoirs, poste de chargement, canalisations) a été entrepris à partir 1994.		
2010				2013				a_fonctionné	Ce dispositif a fonctionné de 2010 à 2013.		
1983				1983				__réduction_des_capacités_de_stockage	Sur le plan administratif, les évolutions survenues dans les années 1970-1980 (réduction des capacités de stockage du dépôt, suppression de l’activité « fer », dépose de l’embranchement et des postes correspondants, suppression de l’installation de chargement en libre-service du FOD et réduction de surface de l’établissement) ont été notifiées par Raffinerie du Midi en 1983, à la préfecture de l’Hérault.		'service du', 'par Raffinerie du Midi'
								se_tourne_essentiellement_vers	A la fin de la 1ère guerre mondiale, tout en conservant ses installations de raffinage, l'activité se tourne essentiellement vers le stockage et le conditionnement de produits finis.		
