Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2013	03	05		2013	03	05		a_été_délivré	La notification de cessation d’activité transmise répondant aux dispositions de l’article R. 512-66-1 du code de l’environnement, le récépissé de cessation d’activité a été délivré le 05/03/2013.		
2015	01	13		2015	01	13		par_courriers	Elles ont été transmises par courriers du 09/10/2014 et du 13/01/2015.		
								Deux_campagnes_d__analyses	Deux campagnes d’analyses des gaz du sol et de l’eau souterraine ont été réalisées en juillet et octobre 2014, sur 6 piézairs et 1 piézomètre (une seule arrivée d’eau a été constatée sur les forages réalisés.		
1962				1962				a_été_construite	L’étude historique précisait que la station service a été construite en 1962 et qu’aucun incident n’y a été répertorié.		
2015	01	13		2015	01	13		ont_été_transmises	Elles ont été transmises par courriers du 09/10/2014 et du 13/01/2015.		
2015	03	03		2015	03	03		La_visite_d__inspection	La visite d’inspection du 03/03/2015 ainsi que les justificatifs de nettoyage, dégazage et enlèvement des cuves et tuyauteries enterrées a permis de prendre acte de la mise en sécurité du site.		
2013	01	04		2013	01	04		Une_notification_de_cessation_d__activité	Une notification de cessation d’activité en date du 04/01/2013, a été transmise à la préfecture du Val-de-Marne, conformément à l’article R. 512-66-1 du code de l’environnement.		'la préfecture du Val-de-Marne'
2014	02	28		2014	02	28		Les_travaux_d__extraction	Les travaux d’extraction ont été réalisés le 28/02/2014.		
2014	10	09		2014	10	09		par_courriers	Elles ont été transmises par courriers du 09/10/2014 et du 13/01/2015.		
2013	07	31		2013	07	31		Une_étude_historique	Une étude historique, un diagnostic des sols ainsi que les certificats de nettoyage et de dégazage des cuves présentes sur le site et les bordereaux de suivi de déchets correspondants (datés du mois de mars 2013) ont été transmis par courrier du 31/07/2013.		
2014	02	05		2014	03	07		Les_travaux_de_démantèlement	Les travaux de démantèlement de la station service se sont déroulés du 05/02/2014 au 07/03/2014.		
2009	04	21		2009	04	21		ont_été_réalisés	11 sondages ont été réalisés, les 20 et 21 avril 2009.		
2014	10			2014	10			Deux_campagnes_d__analyses	Deux campagnes d’analyses des gaz du sol et de l’eau souterraine ont été réalisées en juillet et octobre 2014, sur 6 piézairs et 1 piézomètre (une seule arrivée d’eau a été constatée sur les forages réalisés.		
								ont_été_réalisés	11 sondages ont été réalisés, les 20 et 21 avril 2009.		
2013	02	28		2013	02	28		a_cessé_ses_activités	Cette station service, classée pour sa distribution et son stockage de carburants sous les rubriques R1432-2-b [DC] et R 1435-3 [DC] a cessé ses activités le 28/02/2013.	'carburants'	
2014	10	09		2014	10	09		ont_été_transmises	Elles ont été transmises par courriers du 09/10/2014 et du 13/01/2015.		
